"# Panel (a) Conventional -- SNR_dB, then SER for log2M=2,4,6,8"
SNR_dB,SER_log2M2,SER_log2M4,SER_log2M6,SER_log2M8
-15.8647,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-15.6391,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-15.4135,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-15.1880,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-14.9624,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-14.7368,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-14.5113,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-14.2857,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-14.0602,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-13.8346,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-13.6090,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-13.3835,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-13.1579,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-12.9323,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-12.7068,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-12.4812,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-12.2556,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-12.0301,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-11.8045,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-11.5789,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-11.3534,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-11.1278,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-10.9023,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-10.6767,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-10.4511,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-10.2256,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-10.0000,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-9.7744,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-9.5489,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-9.3233,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-9.0977,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-8.8722,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-8.6466,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-8.4211,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-8.1955,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-7.9699,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-7.7444,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-7.5188,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-7.2932,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-7.0677,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-6.8421,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-6.6165,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-6.3910,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-6.1654,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-5.9398,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-5.7143,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-5.4887,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-5.2632,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-5.0376,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-4.8120,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-4.5865,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-4.3609,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-4.1353,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-3.9098,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-3.6842,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-3.4586,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-3.2331,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-3.0075,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-2.7820,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-2.5564,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-2.3308,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-2.1053,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-1.8797,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-1.6541,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-1.4286,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-1.2030,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-0.9774,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-0.7519,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-0.5263,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-0.3008,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-0.0752,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
0.1504,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
0.3759,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
0.6015,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
0.8271,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
1.0526,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
1.2782,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
1.5038,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
1.7293,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
1.9549,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
2.1805,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
2.4060,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
2.6316,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
2.8571,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
3.0827,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
3.3083,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
3.5338,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
3.7594,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
3.9850,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
4.2105,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
4.4361,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
4.6617,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
4.8872,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
5.1128,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
5.3383,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
5.5639,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
5.7895,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
6.0150,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
6.2406,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
6.4662,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
6.6917,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
6.9173,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
7.1429,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
7.3684,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
7.5940,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
7.8195,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
8.0451,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
8.2707,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
8.4962,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
8.7218,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
8.9474,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
9.1729,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
9.3985,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
9.6241,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
9.8496,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
10.0752,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
10.3008,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
10.5263,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
10.7519,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
10.9774,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
11.2030,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
11.4286,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
11.6541,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
11.8797,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
12.1053,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
12.3308,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
12.5564,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
12.7820,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
13.0075,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
13.2331,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
13.4586,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
13.6842,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
13.9098,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
14.1353,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
14.3609,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
14.5865,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
14.8120,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
15.0376,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
15.2632,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
15.4887,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
15.7143,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
15.9398,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
16.1654,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
16.3910,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
16.6165,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
16.8421,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
17.0677,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
17.2932,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
17.5188,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
17.7444,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
17.9699,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
18.1955,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
18.4211,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
18.6466,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
18.8722,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
19.0977,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
19.3233,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
19.5489,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
19.7744,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
20.0000,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
20.2256,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
20.4511,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
20.6767,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
20.9023,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
21.1278,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
21.3534,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
21.5789,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
21.8045,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
22.0301,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
22.2556,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
22.4812,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
22.7068,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
22.9323,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
23.1579,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
23.3835,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
23.6090,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
23.8346,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
24.0602,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
24.2857,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
24.5113,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
24.7368,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
24.9624,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
25.1880,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
25.4135,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
25.6391,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
25.8647,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
26.0902,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
26.3158,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
26.5414,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
26.7669,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
26.9925,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
27.2180,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
27.4436,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
27.6692,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
27.8947,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
28.1203,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
28.3459,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
28.5714,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
28.7970,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
29.0226,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
29.2481,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
29.4737,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
29.6992,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
29.9248,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
30.1504,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
30.3759,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
30.6015,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
30.8271,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
31.0526,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
31.2782,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
31.5038,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
31.7293,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
31.9549,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
32.1805,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
32.4060,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
32.6316,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
32.8571,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
33.0827,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
33.3083,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
33.5338,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
33.7594,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
33.9850,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
34.2105,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
34.4361,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
34.6617,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
34.8872,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
35.1128,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
35.3383,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
35.5639,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
35.7895,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
36.0150,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
36.2406,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
36.4662,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
36.6917,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
36.9173,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
37.1429,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
37.3684,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
37.5940,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
37.8195,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
38.0451,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
38.2707,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
38.4962,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
38.7218,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
38.9474,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
39.1729,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
39.3985,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
39.6241,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
39.8496,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
40.0752,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
40.3008,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
40.5263,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
40.7519,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
40.9774,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
41.2030,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
41.4286,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
41.6541,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
41.8797,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
42.1053,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
42.3308,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
42.5564,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
42.7820,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
43.0075,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
43.2331,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
43.4586,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
43.6842,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
43.9098,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
44.1353,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
44.3609,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
44.5865,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
44.8120,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
45.0376,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
45.2632,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
45.4887,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
45.7143,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
45.9398,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
46.1654,0.000000e+00,1.190876e-213,6.900704e-15,5.147076e-02
46.3910,0.000000e+00,6.308496e-225,1.338098e-15,4.564131e-02
46.6165,0.000000e+00,8.384142e-237,2.380516e-16,4.024706e-02
46.8421,0.000000e+00,2.596873e-249,3.867678e-17,3.528299e-02
47.0677,0.000000e+00,1.734528e-262,5.711184e-18,3.074127e-02
47.2932,0.000000e+00,2.302139e-276,7.625838e-19,2.661131e-02
47.5188,0.000000e+00,5.570438e-291,9.158103e-20,2.287993e-02
47.7444,0.000000e+00,2.244131e-306,9.836185e-21,1.953147e-02
47.9699,0.000000e+00,0.000000e+00,9.392192e-22,1.654805e-02
48.1955,0.000000e+00,0.000000e+00,7.923269e-23,1.390983e-02
48.4211,0.000000e+00,0.000000e+00,5.866402e-24,1.159530e-02
48.6466,0.000000e+00,0.000000e+00,3.785727e-25,9.581645e-03
48.8722,0.000000e+00,0.000000e+00,2.113760e-26,7.845107e-03
49.0977,0.000000e+00,0.000000e+00,1.013306e-27,6.361366e-03
49.3233,0.000000e+00,0.000000e+00,4.136891e-29,5.105938e-03
49.5489,0.000000e+00,0.000000e+00,1.426064e-30,4.054559e-03
49.7744,0.000000e+00,0.000000e+00,4.113577e-32,3.183548e-03
50.0000,0.000000e+00,0.000000e+00,9.835383e-34,2.470147e-03
