"# Panel (a) Conventional -- SNR_dB, then SER for log2M=2,4,6,8"
SNR_dB,SER_log2M2,SER_log2M4,SER_log2M6,SER_log2M8
-41.1574,7.464961e-01,9.363234e-01,9.840399e-01,9.960045e-01,9.990004e-01
-40.6574,7.462878e-01,9.362533e-01,9.840199e-01,9.959992e-01,9.989990e-01
-40.1574,7.460669e-01,9.361790e-01,9.839987e-01,9.959935e-01,9.989976e-01
-39.6574,7.458329e-01,9.361003e-01,9.839763e-01,9.959875e-01,9.989960e-01
-39.1574,7.455849e-01,9.360169e-01,9.839525e-01,9.959812e-01,9.989944e-01
-38.6574,7.453221e-01,9.359285e-01,9.839273e-01,9.959745e-01,9.989927e-01
-38.1574,7.450436e-01,9.358348e-01,9.839006e-01,9.959674e-01,9.989908e-01
-37.6574,7.447484e-01,9.357354e-01,9.838722e-01,9.959598e-01,9.989889e-01
-37.1574,7.444355e-01,9.356301e-01,9.838422e-01,9.959518e-01,9.989868e-01
-36.6574,7.441039e-01,9.355184e-01,9.838104e-01,9.959433e-01,9.989846e-01
-36.1574,7.437524e-01,9.354000e-01,9.837766e-01,9.959343e-01,9.989823e-01
-35.6574,7.433799e-01,9.352745e-01,9.837408e-01,9.959248e-01,9.989798e-01
-35.1574,7.429849e-01,9.351414e-01,9.837028e-01,9.959146e-01,9.989772e-01
-34.6574,7.425662e-01,9.350003e-01,9.836625e-01,9.959039e-01,9.989744e-01
-34.1574,7.421224e-01,9.348506e-01,9.836198e-01,9.958925e-01,9.989715e-01
-33.6574,7.416519e-01,9.346919e-01,9.835745e-01,9.958804e-01,9.989684e-01
-33.1574,7.411530e-01,9.345236e-01,9.835264e-01,9.958676e-01,9.989651e-01
-32.6574,7.406240e-01,9.343451e-01,9.834754e-01,9.958540e-01,9.989616e-01
-32.1574,7.400632e-01,9.341557e-01,9.834214e-01,9.958396e-01,9.989578e-01
-31.6574,7.394684e-01,9.339548e-01,9.833640e-01,9.958243e-01,9.989539e-01
-31.1574,7.388377e-01,9.337417e-01,9.833031e-01,9.958080e-01,9.989497e-01
-30.6574,7.381688e-01,9.335156e-01,9.832384e-01,9.957908e-01,9.989452e-01
-30.1574,7.374594e-01,9.332756e-01,9.831698e-01,9.957725e-01,9.989405e-01
-29.6574,7.367070e-01,9.330210e-01,9.830970e-01,9.957530e-01,9.989355e-01
-29.1574,7.359088e-01,9.327508e-01,9.830197e-01,9.957324e-01,9.989302e-01
-28.6574,7.350621e-01,9.324639e-01,9.829376e-01,9.957105e-01,9.989245e-01
-28.1574,7.341639e-01,9.321594e-01,9.828505e-01,9.956872e-01,9.989185e-01
-27.6574,7.332108e-01,9.318361e-01,9.827579e-01,9.956625e-01,9.989121e-01
-27.1574,7.321995e-01,9.314929e-01,9.826596e-01,9.956362e-01,9.989053e-01
-26.6574,7.311263e-01,9.311283e-01,9.825552e-01,9.956083e-01,9.988981e-01
-26.1574,7.299873e-01,9.307411e-01,9.824442e-01,9.955786e-01,9.988904e-01
-25.6574,7.287783e-01,9.303298e-01,9.823263e-01,9.955471e-01,9.988823e-01
-25.1574,7.274950e-01,9.298929e-01,9.822009e-01,9.955136e-01,9.988736e-01
-24.6574,7.261326e-01,9.294285e-01,9.820677e-01,9.954780e-01,9.988644e-01
-24.1574,7.246860e-01,9.289350e-01,9.819260e-01,9.954401e-01,9.988546e-01
-23.6574,7.231499e-01,9.284104e-01,9.817753e-01,9.953998e-01,9.988442e-01
-23.1574,7.215185e-01,9.278526e-01,9.816150e-01,9.953569e-01,9.988331e-01
-22.6574,7.197857e-01,9.272594e-01,9.814444e-01,9.953112e-01,9.988213e-01
-22.1574,7.179450e-01,9.266285e-01,9.812629e-01,9.952626e-01,9.988087e-01
-21.6574,7.159893e-01,9.259573e-01,9.810696e-01,9.952108e-01,9.987953e-01
-21.1574,7.139112e-01,9.252430e-01,9.808639e-01,9.951557e-01,9.987810e-01
-20.6574,7.117026e-01,9.244828e-01,9.806447e-01,9.950969e-01,9.987658e-01
-20.1574,7.093551e-01,9.236733e-01,9.804112e-01,9.950343e-01,9.987496e-01
-19.6574,7.068595e-01,9.228113e-01,9.801623e-01,9.949676e-01,9.987323e-01
-19.1574,7.042060e-01,9.218931e-01,9.798970e-01,9.948964e-01,9.987139e-01
-18.6574,7.013843e-01,9.209147e-01,9.796140e-01,9.948204e-01,9.986942e-01
-18.1574,6.983831e-01,9.198718e-01,9.793121e-01,9.947393e-01,9.986732e-01
-17.6574,6.951906e-01,9.187598e-01,9.789899e-01,9.946528e-01,9.986508e-01
-17.1574,6.917939e-01,9.175739e-01,9.786460e-01,9.945603e-01,9.986268e-01
-16.6574,6.881794e-01,9.163086e-01,9.782786e-01,9.944615e-01,9.986012e-01
-16.1574,6.843326e-01,9.149581e-01,9.778861e-01,9.943559e-01,9.985738e-01
-15.6574,6.802379e-01,9.135163e-01,9.774665e-01,9.942429e-01,9.985445e-01
-15.1574,6.758786e-01,9.119762e-01,9.770178e-01,9.941220e-01,9.985132e-01
-14.6574,6.712371e-01,9.103307e-01,9.765377e-01,9.939926e-01,9.984796e-01
-14.1574,6.662943e-01,9.085718e-01,9.760238e-01,9.938540e-01,9.984436e-01
-13.6574,6.610301e-01,9.066908e-01,9.754734e-01,9.937055e-01,9.984050e-01
-13.1574,6.554231e-01,9.046785e-01,9.748837e-01,9.935462e-01,9.983636e-01
-12.6574,6.494505e-01,9.025248e-01,9.742515e-01,9.933753e-01,9.983192e-01
-12.1574,6.430879e-01,9.002186e-01,9.735733e-01,9.931918e-01,9.982715e-01
-11.6574,6.363099e-01,8.977482e-01,9.728455e-01,9.929948e-01,9.982203e-01
-11.1574,6.290894e-01,8.951005e-01,9.720639e-01,9.927831e-01,9.981652e-01
-10.6574,6.213978e-01,8.922615e-01,9.712241e-01,9.925553e-01,9.981059e-01
-10.1574,6.132053e-01,8.892160e-01,9.703212e-01,9.923102e-01,9.980421e-01
-9.6574,6.044807e-01,8.859475e-01,9.693498e-01,9.920463e-01,9.979733e-01
-9.1574,5.951914e-01,8.824378e-01,9.683041e-01,9.917620e-01,9.978992e-01
-8.6574,5.853040e-01,8.786675e-01,9.671777e-01,9.914553e-01,9.978193e-01
-8.1574,5.747841e-01,8.746153e-01,9.659635e-01,9.911244e-01,9.977330e-01
-7.6574,5.635968e-01,8.702582e-01,9.646540e-01,9.907671e-01,9.976397e-01
-7.1574,5.517071e-01,8.655711e-01,9.632405e-01,9.903809e-01,9.975389e-01
-6.6574,5.390805e-01,8.605269e-01,9.617139e-01,9.899633e-01,9.974298e-01
-6.1574,5.256835e-01,8.550961e-01,9.600639e-01,9.895114e-01,9.973116e-01
-5.6574,5.114846e-01,8.492470e-01,9.582795e-01,9.890219e-01,9.971836e-01
-5.1574,4.964551e-01,8.429450e-01,9.563482e-01,9.884913e-01,9.970448e-01
-4.6574,4.805707e-01,8.361530e-01,9.542565e-01,9.879157e-01,9.968940e-01
-4.1574,4.638126e-01,8.288311e-01,9.519898e-01,9.872909e-01,9.967303e-01
-3.6574,4.461696e-01,8.209362e-01,9.495315e-01,9.866120e-01,9.965523e-01
-3.1574,4.276394e-01,8.124223e-01,9.468639e-01,9.858739e-01,9.963586e-01
-2.6574,4.082318e-01,8.032402e-01,9.439671e-01,9.850707e-01,9.961477e-01
-2.1574,3.879703e-01,7.933376e-01,9.408196e-01,9.841960e-01,9.959178e-01
-1.6574,3.668952e-01,7.826592e-01,9.373977e-01,9.832427e-01,9.956671e-01
-1.1574,3.450661e-01,7.711469e-01,9.336751e-01,9.822030e-01,9.953934e-01
-0.6574,3.225647e-01,7.587401e-01,9.296234e-01,9.810681e-01,9.950944e-01
-0.1574,2.994973e-01,7.453758e-01,9.252112e-01,9.798285e-01,9.947674e-01
0.3426,2.759967e-01,7.309899e-01,9.204042e-01,9.784735e-01,9.944097e-01
0.8426,2.522235e-01,7.155174e-01,9.151649e-01,9.769912e-01,9.940179e-01
1.3426,2.283662e-01,6.988940e-01,9.094525e-01,9.753687e-01,9.935885e-01
1.8426,2.046398e-01,6.810574e-01,9.032223e-01,9.735914e-01,9.931175e-01
2.3426,1.812827e-01,6.619489e-01,8.964260e-01,9.716433e-01,9.926006e-01
2.8426,1.585512e-01,6.415161e-01,8.890111e-01,9.695067e-01,9.920328e-01
3.3426,1.367114e-01,6.197151e-01,8.809208e-01,9.671620e-01,9.914087e-01
3.8426,1.160292e-01,5.965142e-01,8.720943e-01,9.645876e-01,9.907222e-01
4.3426,9.675710e-02,5.718972e-01,8.624660e-01,9.617593e-01,9.899665e-01
4.8426,7.912087e-02,5.458678e-01,8.519663e-01,9.586509e-01,9.891342e-01
5.3426,6.330429e-02,5.184540e-01,8.405213e-01,9.552330e-01,9.882169e-01
5.8426,4.943576e-02,4.897136e-01,8.280533e-01,9.514735e-01,9.872053e-01
6.3426,3.757720e-02,4.597383e-01,8.144814e-01,9.473369e-01,9.860891e-01
6.8426,2.771745e-02,4.286593e-01,7.997221e-01,9.427844e-01,9.848568e-01
7.3426,1.977158e-02,3.966510e-01,7.836906e-01,9.377730e-01,9.834955e-01
7.8426,1.358703e-02,3.639346e-01,7.663019e-01,9.322561e-01,9.819911e-01
8.3425,8.957259e-03,3.307855e-01,7.474772e-01,9.261837e-01,9.803281e-01
8.8425,5.636713e-03,2.975062e-01,7.271303e-01,9.194977e-01,9.784883e-01
9.3425,3.367881e-03,2.644618e-01,7.051934e-01,9.121385e-01,9.764525e-01
9.8425,1.898974e-03,2.320457e-01,6.816060e-01,9.040408e-01,9.741990e-01
10.3425,1.003536e-03,2.006738e-01,6.563226e-01,8.951337e-01,9.717039e-01
10.8425,4.932253e-04,1.707688e-01,6.293176e-01,8.853415e-01,9.689406e-01
11.3425,2.235038e-04,1.427393e-01,6.005909e-01,8.745835e-01,9.658795e-01
11.8425,9.247218e-05,1.169573e-01,5.701738e-01,8.627740e-01,9.624883e-01
12.3425,3.455079e-05,9.373374e-02,5.381354e-01,8.498235e-01,9.587308e-01
12.8425,1.151521e-05,7.329563e-02,5.045891e-01,8.356385e-01,9.545675e-01
13.3425,3.376303e-06,5.576773e-02,4.696985e-01,8.201235e-01,9.499547e-01
13.8424,8.577149e-07,4.116343e-02,4.336895e-01,8.031853e-01,9.448456e-01
14.3424,1.854231e-07,2.937179e-02,3.968252e-01,7.847213e-01,9.391857e-01
14.8424,3.345905e-08,2.018404e-02,3.594496e-01,7.646427e-01,9.329186e-01
15.3424,4.930028e-09,1.330110e-02,3.219564e-01,7.428635e-01,9.259817e-01
15.8424,5.787106e-10,8.365347e-03,2.847899e-01,7.193084e-01,9.183072e-01
16.3423,5.266854e-11,4.994578e-03,2.484400e-01,6.939217e-01,9.098237e-01
16.8423,3.599343e-12,2.813212e-03,2.133961e-01,6.666528e-01,9.004488e-01
17.3423,1.785239e-13,1.484782e-03,1.801694e-01,6.374919e-01,8.900999e-01
17.8422,6.217249e-15,7.287760e-04,1.492423e-01,6.064633e-01,8.786899e-01
18.3422,2.220446e-16,3.296864e-04,1.210226e-01,5.736124e-01,8.661201e-01
18.8421,0.000000e+00,1.361690e-04,9.585651e-02,5.390569e-01,8.522971e-01
19.3421,0.000000e+00,5.076910e-05,7.395798e-02,5.029413e-01,8.371143e-01
19.8420,0.000000e+00,1.688397e-05,5.542982e-02,4.654981e-01,8.204749e-01
20.3419,0.000000e+00,4.938577e-06,4.022294e-02,4.270022e-01,8.022739e-01
20.8419,0.000000e+00,1.250533e-06,2.815645e-02,3.877936e-01,7.824077e-01
21.3418,0.000000e+00,2.695279e-07,1.893935e-02,3.482999e-01,7.607909e-01
21.8417,0.000000e+00,4.847278e-08,1.218538e-02,3.089826e-01,7.373366e-01
22.3416,0.000000e+00,7.115727e-09,7.460864e-03,2.703575e-01,7.119760e-01
22.8414,0.000000e+00,8.322196e-10,4.322904e-03,2.329758e-01,6.846660e-01
23.3413,0.000000e+00,7.536083e-11,2.354501e-03,1.973720e-01,6.553735e-01
23.8411,0.000000e+00,5.127010e-12,1.197026e-03,1.640863e-01,6.241207e-01
24.3410,0.000000e+00,2.526868e-13,5.632620e-04,1.335775e-01,5.909466e-01
24.8408,0.000000e+00,8.659740e-15,2.431307e-04,1.062430e-01,5.559639e-01
25.3405,0.000000e+00,2.220446e-16,9.528056e-05,8.235066e-02,5.193285e-01
25.8403,0.000000e+00,0.000000e+00,3.349424e-05,6.202304e-02,4.812425e-01
26.3400,0.000000e+00,0.000000e+00,1.042854e-05,4.525136e-02,4.420045e-01
26.8397,0.000000e+00,0.000000e+00,2.833237e-06,3.186721e-02,4.019591e-01
27.3394,0.000000e+00,0.000000e+00,6.606476e-07,2.157608e-02,3.615261e-01
27.8390,0.000000e+00,0.000000e+00,1.298303e-07,1.398395e-02,3.211945e-01
28.3385,0.000000e+00,0.000000e+00,2.106256e-08,8.633024e-03,2.814949e-01
28.8380,0.000000e+00,0.000000e+00,2.754902e-09,5.047783e-03,2.429817e-01
29.3375,0.000000e+00,0.000000e+00,2.830010e-10,2.777778e-03,2.062260e-01
29.8368,0.000000e+00,0.000000e+00,2.219536e-11,1.428830e-03,1.717917e-01
30.3361,0.000000e+00,0.000000e+00,1.284750e-12,6.813459e-04,1.401606e-01
30.8353,0.000000e+00,0.000000e+00,5.284662e-14,2.985454e-04,1.117489e-01
31.3345,0.000000e+00,0.000000e+00,1.554312e-15,1.189693e-04,8.684352e-02
31.8335,0.000000e+00,0.000000e+00,0.000000e+00,4.264494e-05,6.560530e-02
32.3324,0.000000e+00,0.000000e+00,0.000000e+00,1.357358e-05,4.802614e-02
32.8311,0.000000e+00,0.000000e+00,0.000000e+00,3.782836e-06,3.395325e-02
33.3297,0.000000e+00,0.000000e+00,0.000000e+00,9.081861e-07,2.309105e-02
33.8281,0.000000e+00,0.000000e+00,0.000000e+00,1.845435e-07,1.504255e-02
34.3264,0.000000e+00,0.000000e+00,0.000000e+00,3.109669e-08,9.340480e-03
34.8244,0.000000e+00,0.000000e+00,0.000000e+00,4.251771e-09,5.499294e-03
35.3222,0.000000e+00,0.000000e+00,0.000000e+00,4.598151e-10,3.050957e-03
35.8197,0.000000e+00,0.000000e+00,0.000000e+00,3.825895e-11,1.584248e-03
36.3169,0.000000e+00,0.000000e+00,0.000000e+00,2.373435e-12,7.640453e-04
36.8137,0.000000e+00,0.000000e+00,0.000000e+00,1.061373e-13,3.393392e-04
37.3102,0.000000e+00,0.000000e+00,0.000000e+00,3.330669e-15,1.374303e-04
37.8063,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.021321e-05
38.3018,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.635939e-05
38.7969,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.686609e-06
39.2913,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.163791e-06
39.7850,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.463555e-07
40.2780,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.363414e-08
40.7701,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.338629e-09
41.2612,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.384506e-10
41.7513,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.726597e-11
42.2401,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.665601e-12
42.7276,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.389200e-13
43.2135,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.659740e-15
43.6977,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.220446e-16
44.1799,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
44.6600,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
45.1377,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
45.6125,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
45.8588,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
46.0843,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
46.5526,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
46.8744,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
47.0170,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
47.4770,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
47.8351,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
47.9320,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
48.3815,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
48.7367,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
48.8247,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
49.2609,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
49.5750,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
49.6891,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
50.1084,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
50.3464,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
50.5176,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
50.9155,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
51.0478,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
51.3007,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
51.6715,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
51.6767,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
52.0261,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
52.2316,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
52.3626,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
52.6787,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
52.7119,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
52.9719,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.1179,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.2394,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.4508,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.4783,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.6851,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.7127,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.9065,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
53.9879,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
54.0358,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
54.0760,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
54.1042,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
54.1162,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00

"# Panel (c) LO-free -- SNR_dB, then SER for log2M=2,4,6,8"
SNR_dB,SER_log2M2,SER_log2M4,SER_log2M6,SER_log2M8
-40.0000,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-39.7744,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-39.5489,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-39.3233,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-39.0977,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-38.8722,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-38.6466,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-38.4211,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-38.1955,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-37.9699,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-37.7444,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-37.5188,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-37.2932,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-37.0677,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-36.8421,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-36.6165,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-36.3910,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-36.1654,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-35.9398,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-35.7143,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-35.4887,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-35.2632,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-35.0376,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-34.8120,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-34.5865,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-34.3609,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-34.1353,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-33.9098,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-33.6842,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-33.4586,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-33.2331,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-33.0075,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-32.7820,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-32.5564,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-32.3308,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-32.1053,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-31.8797,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-31.6541,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-31.4286,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-31.2030,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-30.9774,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-30.7519,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-30.5263,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-30.3008,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-30.0752,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-29.8496,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-29.6241,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-29.3985,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-29.1729,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-28.9474,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-28.7218,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-28.4962,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-28.2707,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-28.0451,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-27.8195,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-27.5940,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-27.3684,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-27.1429,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-26.9173,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-26.6917,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-26.4662,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-26.2406,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-26.0150,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-25.7895,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-25.5639,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-25.3383,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-25.1128,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-24.8872,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-24.6617,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-24.4361,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-24.2105,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-23.9850,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-23.7594,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-23.5338,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-23.3083,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-23.0827,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-22.8571,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-22.6316,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-22.4060,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-22.1805,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-21.9549,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-21.7293,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-21.5038,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-21.2782,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-21.0526,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-20.8271,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-20.6015,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-20.3759,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-20.1504,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-19.9248,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-19.6992,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-19.4737,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-19.2481,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-19.0226,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-18.7970,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-18.5714,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-18.3459,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-18.1203,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-17.8947,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-17.6692,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-17.4436,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-17.2180,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-16.9925,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-16.7669,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-16.5414,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-16.3158,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
-16.0902,7.500000e-01,9.375000e-01,9.843750e-01,9.960938e-01
