delta_c_MHz,R_qutip,Pout_microW
-14.2000,2.2484,0.000001
-14.0000,2.2484,0.000001
-13.8000,2.2484,0.000001
-13.6000,2.2484,0.000001
-13.4000,2.2484,0.000001
-13.2000,2.2484,0.000001
-13.0000,2.2484,0.000001
-12.8000,2.2484,0.000001
-12.6000,2.2484,0.000001
-12.4000,2.2484,0.000001
-12.2000,2.2484,0.000001
-12.0000,2.2484,0.000001
-11.8000,2.2484,0.000001
-11.6000,2.2484,0.000001
-11.4000,2.2484,0.000001
-11.2000,2.2484,0.000002
-11.0000,2.2484,0.000002
-10.8000,2.2484,0.000002
-10.6000,2.2484,0.000002
-10.4000,2.2484,0.000002
-10.2000,2.2484,0.000002
-10.0000,2.2484,0.000002
-9.8000,2.2484,0.000003
-9.6000,2.2484,0.000003
-9.4000,2.2484,0.000003
-9.2000,2.2484,0.000004
-9.0000,2.2484,0.000004
-8.8000,2.2484,0.000005
-8.6000,2.2484,0.000005
-8.4000,2.2484,0.000006
-8.2000,2.2484,0.000007
-8.0000,2.2484,0.000008
-7.8000,2.2484,0.000009
-7.6000,2.2484,0.000011
-7.4000,2.2484,0.000014
-7.2000,2.2484,0.000016
-7.0000,2.2484,0.000020
-6.8000,2.2484,0.000025
-6.6000,2.2484,0.000032
-6.4000,2.2484,0.000042
-6.2000,2.2484,0.000055
-6.0000,2.2484,0.000073
-5.8000,2.2484,0.000100
-5.6000,2.2484,0.000140
-5.4000,2.2484,0.000200
-5.2000,2.2484,0.000293
-5.0000,2.2484,0.000439
-4.8000,2.2484,0.000676
-4.6000,2.2484,0.001071
-4.4000,2.2484,0.001742
-4.2000,2.2484,0.002915
-4.0000,2.2484,0.005011
-3.8000,2.2484,0.008838
-3.6000,2.2484,0.015945
-3.4000,2.2484,0.029304
-3.2000,2.2484,0.054516
-3.0000,2.2484,0.101799
-2.8000,2.2484,0.188702
-2.6000,2.2484,0.342450
-2.4000,2.2484,0.598453
-2.2000,2.2484,0.988478
-2.0000,2.2484,1.513145
-1.8000,2.2484,2.107031
-1.6000,2.2484,2.629483
-1.4000,2.2484,2.918159
-1.2000,2.2484,2.887969
-1.0000,2.2484,2.589311
-0.8000,2.2484,2.165644
-0.6000,2.2484,1.758763
-0.4000,2.2484,1.450749
-0.2000,2.2484,1.267115
0.0000,2.2484,1.206927
0.2000,2.2484,1.267115
0.4000,2.2484,1.450749
0.6000,2.2484,1.758763
0.8000,2.2484,2.165644
1.0000,2.2484,2.589311
1.2000,2.2484,2.887969
1.4000,2.2484,2.918159
1.6000,2.2484,2.629483
1.8000,2.2484,2.107031
2.0000,2.2484,1.513145
2.2000,2.2484,0.988478
2.4000,2.2484,0.598453
2.6000,2.2484,0.342450
2.8000,2.2484,0.188702
3.0000,2.2484,0.101799
3.2000,2.2484,0.054516
3.4000,2.2484,0.029304
3.6000,2.2484,0.015945
3.8000,2.2484,0.008838
4.0000,2.2484,0.005011
4.2000,2.2484,0.002915
4.4000,2.2484,0.001742
4.6000,2.2484,0.001071
4.8000,2.2484,0.000676
5.0000,2.2484,0.000439
5.2000,2.2484,0.000293
5.4000,2.2484,0.000200
5.6000,2.2484,0.000140
5.8000,2.2484,0.000100
6.0000,2.2484,0.000073
6.2000,2.2484,0.000055
6.4000,2.2484,0.000042
6.6000,2.2484,0.000032
6.8000,2.2484,0.000025
7.0000,2.2484,0.000020
7.2000,2.2484,0.000016
7.4000,2.2484,0.000014
7.6000,2.2484,0.000011
7.8000,2.2484,0.000009
8.0000,2.2484,0.000008
8.2000,2.2484,0.000007
8.4000,2.2484,0.000006
8.6000,2.2484,0.000005
8.8000,2.2484,0.000005
9.0000,2.2484,0.000004
9.2000,2.2484,0.000004
9.4000,2.2484,0.000003
9.6000,2.2484,0.000003
9.8000,2.2484,0.000003
10.0000,2.2484,0.000002
10.2000,2.2484,0.000002
10.4000,2.2484,0.000002
10.6000,2.2484,0.000002
10.8000,2.2484,0.000002
11.0000,2.2484,0.000002
11.2000,2.2484,0.000002
11.4000,2.2484,0.000001
11.6000,2.2484,0.000001
11.8000,2.2484,0.000001
12.0000,2.2484,0.000001
12.2000,2.2484,0.000001
12.4000,2.2484,0.000001
12.6000,2.2484,0.000001
12.8000,2.2484,0.000001
13.0000,2.2484,0.000001
13.2000,2.2484,0.000001
13.4000,2.2484,0.000001
13.6000,2.2484,0.000001
13.8000,2.2484,0.000001
14.0000,2.2484,0.000001
14.2000,2.2484,0.000001
14.4000,2.2484,0.000001
14.6000,2.2484,0.000001
14.8000,2.2484,0.000001
15.0000,2.2484,0.000001
15.2000,2.2484,0.000001
15.4000,2.2484,0.000001
15.6000,2.2484,0.000001
15.8000,2.2484,0.000001
16.0000,2.2484,0.000001
16.2000,2.2484,0.000001
16.4000,2.2484,0.000001
16.6000,2.2484,0.000001
16.8000,2.2484,0.000001
17.0000,2.2484,0.000001
17.2000,2.2484,0.000001
17.4000,2.2484,0.000001
17.6000,2.2484,0.000001
17.8000,2.2484,0.000001
18.0000,2.2484,0.000001
18.2000,2.2484,0.000001
18.4000,2.2484,0.000001
18.6000,2.2484,0.000001
18.8000,2.2484,0.000001
19.0000,2.2484,0.000001
19.2000,2.2484,0.000001
19.4000,2.2484,0.000001
19.6000,2.2484,0.000001
19.8000,2.2484,0.000000
20.0000,2.2484,0.000000
-20.0000,2.3506,0.000000
-19.8000,2.3506,0.000001
-19.6000,2.3506,0.000001
-19.4000,2.3506,0.000001
-19.2000,2.3506,0.000001
-19.0000,2.3506,0.000001
-18.8000,2.3506,0.000001
-18.6000,2.3506,0.000001
-18.4000,2.3506,0.000001
-18.2000,2.3506,0.000001
-18.0000,2.3506,0.000001
-17.8000,2.3506,0.000001
-17.6000,2.3506,0.000001
-17.4000,2.3506,0.000001
-17.2000,2.3506,0.000001
-17.0000,2.3506,0.000001
-16.8000,2.3506,0.000001
-16.6000,2.3506,0.000001
-16.4000,2.3506,0.000001
-16.2000,2.3506,0.000001
-16.0000,2.3506,0.000001
-15.8000,2.3506,0.000001
-15.6000,2.3506,0.000001
-15.4000,2.3506,0.000001
-15.2000,2.3506,0.000001
-15.0000,2.3506,0.000001
-14.8000,2.3506,0.000001
-14.6000,2.3506,0.000001
-14.4000,2.3506,0.000001
-14.2000,2.3506,0.000001
-14.0000,2.3506,0.000001
-13.8000,2.3506,0.000001
-13.6000,2.3506,0.000001
-13.4000,2.3506,0.000001
-13.2000,2.3506,0.000001
-13.0000,2.3506,0.000001
-12.8000,2.3506,0.000001
-12.6000,2.3506,0.000001
-12.4000,2.3506,0.000001
-12.2000,2.3506,0.000001
-12.0000,2.3506,0.000001
-11.8000,2.3506,0.000001
-11.6000,2.3506,0.000001
-11.4000,2.3506,0.000001
-11.2000,2.3506,0.000002
-11.0000,2.3506,0.000002
-10.8000,2.3506,0.000002
-10.6000,2.3506,0.000002
-10.4000,2.3506,0.000002
-10.2000,2.3506,0.000002
-10.0000,2.3506,0.000002
-9.8000,2.3506,0.000003
-9.6000,2.3506,0.000003
-9.4000,2.3506,0.000003
-9.2000,2.3506,0.000004
-9.0000,2.3506,0.000004
-8.8000,2.3506,0.000005
-8.6000,2.3506,0.000005
-8.4000,2.3506,0.000006
-8.2000,2.3506,0.000007
-8.0000,2.3506,0.000008
-7.8000,2.3506,0.000010
-7.6000,2.3506,0.000012
-7.4000,2.3506,0.000014
-7.2000,2.3506,0.000017
-7.0000,2.3506,0.000021
-6.8000,2.3506,0.000027
-6.6000,2.3506,0.000034
-6.4000,2.3506,0.000044
-6.2000,2.3506,0.000058
-6.0000,2.3506,0.000078
-5.8000,2.3506,0.000107
-5.6000,2.3506,0.000150
-5.4000,2.3506,0.000216
-5.2000,2.3506,0.000318
-5.0000,2.3506,0.000481
-4.8000,2.3506,0.000747
-4.6000,2.3506,0.001193
-4.4000,2.3506,0.001958
-4.2000,2.3506,0.003306
-4.0000,2.3506,0.005734
-3.8000,2.3506,0.010199
-3.6000,2.3506,0.018547
-3.4000,2.3506,0.034311
-3.2000,2.3506,0.064125
-3.0000,2.3506,0.119950
-2.8000,2.3506,0.221880
-2.6000,2.3506,0.399866
-2.4000,2.3506,0.689921
-2.2000,2.3506,1.117794
-2.0000,2.3506,1.667205
-1.8000,2.3506,2.248130
-1.6000,2.3506,2.704191
-1.4000,2.3506,2.886145
-1.2000,2.3506,2.749196
-1.0000,2.3506,2.381940
-0.8000,2.3506,1.937633
-0.6000,2.3506,1.542217
-0.4000,2.3506,1.255960
-0.2000,2.3506,1.089629
0.0000,2.3506,1.035749
0.2000,2.3506,1.089629
0.4000,2.3506,1.255960
0.6000,2.3506,1.542217
0.8000,2.3506,1.937633
1.0000,2.3506,2.381940
1.2000,2.3506,2.749196
1.4000,2.3506,2.886145
1.6000,2.3506,2.704191
1.8000,2.3506,2.248130
2.0000,2.3506,1.667205
2.2000,2.3506,1.117794
2.4000,2.3506,0.689921
2.6000,2.3506,0.399866
2.8000,2.3506,0.221880
3.0000,2.3506,0.119950
3.2000,2.3506,0.064125
3.4000,2.3506,0.034311
3.6000,2.3506,0.018547
3.8000,2.3506,0.010199
4.0000,2.3506,0.005734
4.2000,2.3506,0.003306
4.4000,2.3506,0.001958
4.6000,2.3506,0.001193
4.8000,2.3506,0.000747
5.0000,2.3506,0.000481
5.2000,2.3506,0.000318
5.4000,2.3506,0.000216
5.6000,2.3506,0.000150
5.8000,2.3506,0.000107
6.0000,2.3506,0.000078
6.2000,2.3506,0.000058
6.4000,2.3506,0.000044
6.6000,2.3506,0.000034
6.8000,2.3506,0.000027
7.0000,2.3506,0.000021
7.2000,2.3506,0.000017
7.4000,2.3506,0.000014
7.6000,2.3506,0.000012
7.8000,2.3506,0.000010
8.0000,2.3506,0.000008
8.2000,2.3506,0.000007
8.4000,2.3506,0.000006
8.6000,2.3506,0.000005
8.8000,2.3506,0.000005
9.0000,2.3506,0.000004
9.2000,2.3506,0.000004
9.4000,2.3506,0.000003
9.6000,2.3506,0.000003
9.8000,2.3506,0.000003
10.0000,2.3506,0.000002
10.2000,2.3506,0.000002
10.4000,2.3506,0.000002
10.6000,2.3506,0.000002
10.8000,2.3506,0.000002
11.0000,2.3506,0.000002
11.2000,2.3506,0.000002
11.4000,2.3506,0.000001
11.6000,2.3506,0.000001
11.8000,2.3506,0.000001
12.0000,2.3506,0.000001
12.2000,2.3506,0.000001
12.4000,2.3506,0.000001
12.6000,2.3506,0.000001
12.8000,2.3506,0.000001
13.0000,2.3506,0.000001
13.2000,2.3506,0.000001
13.4000,2.3506,0.000001
13.6000,2.3506,0.000001
13.8000,2.3506,0.000001
14.0000,2.3506,0.000001
14.2000,2.3506,0.000001
14.4000,2.3506,0.000001
14.6000,2.3506,0.000001
14.8000,2.3506,0.000001
15.0000,2.3506,0.000001
15.2000,2.3506,0.000001
15.4000,2.3506,0.000001
15.6000,2.3506,0.000001
15.8000,2.3506,0.000001
16.0000,2.3506,0.000001
16.2000,2.3506,0.000001
16.4000,2.3506,0.000001
16.6000,2.3506,0.000001
16.8000,2.3506,0.000001
17.0000,2.3506,0.000001
17.2000,2.3506,0.000001
17.4000,2.3506,0.000001
17.6000,2.3506,0.000001
17.8000,2.3506,0.000001
18.0000,2.3506,0.000001
18.2000,2.3506,0.000001
18.4000,2.3506,0.000001
18.6000,2.3506,0.000001
18.8000,2.3506,0.000001
19.0000,2.3506,0.000001
19.2000,2.3506,0.000001
19.4000,2.3506,0.000001
19.6000,2.3506,0.000001
19.8000,2.3506,0.000001
20.0000,2.3506,0.000000
-20.0000,2.4528,0.000000
-19.8000,2.4528,0.000001
-19.6000,2.4528,0.000001
-19.4000,2.4528,0.000001
-19.2000,2.4528,0.000001
-19.0000,2.4528,0.000001
-18.8000,2.4528,0.000001
-18.6000,2.4528,0.000001
-18.4000,2.4528,0.000001
-18.2000,2.4528,0.000001
-18.0000,2.4528,0.000001
-17.8000,2.4528,0.000001
-17.6000,2.4528,0.000001
-17.4000,2.4528,0.000001
-17.2000,2.4528,0.000001
-17.0000,2.4528,0.000001
-16.8000,2.4528,0.000001
-16.6000,2.4528,0.000001
-16.4000,2.4528,0.000001
-16.2000,2.4528,0.000001
-16.0000,2.4528,0.000001
-15.8000,2.4528,0.000001
-15.6000,2.4528,0.000001
-15.4000,2.4528,0.000001
-15.2000,2.4528,0.000001
-15.0000,2.4528,0.000001
-14.8000,2.4528,0.000001
-14.6000,2.4528,0.000001
-14.4000,2.4528,0.000001
-14.2000,2.4528,0.000001
-14.0000,2.4528,0.000001
-13.8000,2.4528,0.000001
-13.6000,2.4528,0.000001
-13.4000,2.4528,0.000001
-13.2000,2.4528,0.000001
-13.0000,2.4528,0.000001
-12.8000,2.4528,0.000001
-12.6000,2.4528,0.000001
-12.4000,2.4528,0.000001
-12.2000,2.4528,0.000001
-12.0000,2.4528,0.000001
-11.8000,2.4528,0.000001
-11.6000,2.4528,0.000001
-11.4000,2.4528,0.000002
-11.2000,2.4528,0.000002
-11.0000,2.4528,0.000002
-10.8000,2.4528,0.000002
-10.6000,2.4528,0.000002
-10.4000,2.4528,0.000002
-10.2000,2.4528,0.000002
-10.0000,2.4528,0.000003
-9.8000,2.4528,0.000003
-9.6000,2.4528,0.000003
-9.4000,2.4528,0.000003
-9.2000,2.4528,0.000004
-9.0000,2.4528,0.000004
-8.8000,2.4528,0.000005
-8.6000,2.4528,0.000005
-8.4000,2.4528,0.000006
-8.2000,2.4528,0.000007
-8.0000,2.4528,0.000008
-7.8000,2.4528,0.000010
-7.6000,2.4528,0.000012
-7.4000,2.4528,0.000014
-7.2000,2.4528,0.000018
-7.0000,2.4528,0.000022
-6.8000,2.4528,0.000028
-6.6000,2.4528,0.000036
-6.4000,2.4528,0.000046
-6.2000,2.4528,0.000061
-6.0000,2.4528,0.000083
-5.8000,2.4528,0.000115
-5.6000,2.4528,0.000162
-5.4000,2.4528,0.000235
-5.2000,2.4528,0.000348
-5.0000,2.4528,0.000530
-4.8000,2.4528,0.000830
-4.6000,2.4528,0.001336
-4.4000,2.4528,0.002212
-4.2000,2.4528,0.003769
-4.0000,2.4528,0.006596
-3.8000,2.4528,0.011835
-3.6000,2.4528,0.021687
-3.4000,2.4528,0.040366
-3.2000,2.4528,0.075730
-3.0000,2.4528,0.141744
-2.8000,2.4528,0.261247
-2.6000,2.4528,0.466661
-2.4000,2.4528,0.793183
-2.2000,2.4528,1.257529
-2.0000,2.4528,1.823202
-1.8000,2.4528,2.375921
-1.6000,2.4528,2.750847
-1.4000,2.4528,2.822097
-1.2000,2.4528,2.588545
-1.0000,2.4528,2.169958
-0.8000,2.4528,1.719746
-0.6000,2.4528,1.343830
-0.4000,2.4528,1.082028
-0.2000,2.4528,0.933279
0.0000,2.4528,0.885586
0.2000,2.4528,0.933279
0.4000,2.4528,1.082028
0.6000,2.4528,1.343830
0.8000,2.4528,1.719746
1.0000,2.4528,2.169958
1.2000,2.4528,2.588545
1.4000,2.4528,2.822097
1.6000,2.4528,2.750847
1.8000,2.4528,2.375921
2.0000,2.4528,1.823202
2.2000,2.4528,1.257529
2.4000,2.4528,0.793183
2.6000,2.4528,0.466661
2.8000,2.4528,0.261247
3.0000,2.4528,0.141744
3.2000,2.4528,0.075730
3.4000,2.4528,0.040366
3.6000,2.4528,0.021687
3.8000,2.4528,0.011835
4.0000,2.4528,0.006596
4.2000,2.4528,0.003769
4.4000,2.4528,0.002212
4.6000,2.4528,0.001336
4.8000,2.4528,0.000830
5.0000,2.4528,0.000530
5.2000,2.4528,0.000348
5.4000,2.4528,0.000235
5.6000,2.4528,0.000162
5.8000,2.4528,0.000115
6.0000,2.4528,0.000083
6.2000,2.4528,0.000061
6.4000,2.4528,0.000046
6.6000,2.4528,0.000036
6.8000,2.4528,0.000028
7.0000,2.4528,0.000022
7.2000,2.4528,0.000018
7.4000,2.4528,0.000014
7.6000,2.4528,0.000012
7.8000,2.4528,0.000010
8.0000,2.4528,0.000008
8.2000,2.4528,0.000007
8.4000,2.4528,0.000006
8.6000,2.4528,0.000005
8.8000,2.4528,0.000005
9.0000,2.4528,0.000004
9.2000,2.4528,0.000004
9.4000,2.4528,0.000003
9.6000,2.4528,0.000003
9.8000,2.4528,0.000003
10.0000,2.4528,0.000003
10.2000,2.4528,0.000002
10.4000,2.4528,0.000002
10.6000,2.4528,0.000002
10.8000,2.4528,0.000002
11.0000,2.4528,0.000002
11.2000,2.4528,0.000002
11.4000,2.4528,0.000002
11.6000,2.4528,0.000001
11.8000,2.4528,0.000001
12.0000,2.4528,0.000001
12.2000,2.4528,0.000001
12.4000,2.4528,0.000001
12.6000,2.4528,0.000001
12.8000,2.4528,0.000001
13.0000,2.4528,0.000001
13.2000,2.4528,0.000001
13.4000,2.4528,0.000001
13.6000,2.4528,0.000001
13.8000,2.4528,0.000001
14.0000,2.4528,0.000001
14.2000,2.4528,0.000001
14.4000,2.4528,0.000001
14.6000,2.4528,0.000001
14.8000,2.4528,0.000001
15.0000,2.4528,0.000001
15.2000,2.4528,0.000001
15.4000,2.4528,0.000001
15.6000,2.4528,0.000001
15.8000,2.4528,0.000001
16.0000,2.4528,0.000001
16.2000,2.4528,0.000001
16.4000,2.4528,0.000001
16.6000,2.4528,0.000001
16.8000,2.4528,0.000001
17.0000,2.4528,0.000001
17.2000,2.4528,0.000001
17.4000,2.4528,0.000001
17.6000,2.4528,0.000001
17.8000,2.4528,0.000001
18.0000,2.4528,0.000001
18.2000,2.4528,0.000001
18.4000,2.4528,0.000001
18.6000,2.4528,0.000001
18.8000,2.4528,0.000001
19.0000,2.4528,0.000001
19.2000,2.4528,0.000001
19.4000,2.4528,0.000001
19.6000,2.4528,0.000001
19.8000,2.4528,0.000001
20.0000,2.4528,0.000000
-20.0000,2.5550,0.000000
-19.8000,2.5550,0.000001
-19.6000,2.5550,0.000001
-19.4000,2.5550,0.000001
-19.2000,2.5550,0.000001
-19.0000,2.5550,0.000001
-18.8000,2.5550,0.000001
-18.6000,2.5550,0.000001
-18.4000,2.5550,0.000001
-18.2000,2.5550,0.000001
-18.0000,2.5550,0.000001
-17.8000,2.5550,0.000001
-17.6000,2.5550,0.000001
-17.4000,2.5550,0.000001
-17.2000,2.5550,0.000001
-17.0000,2.5550,0.000001
-16.8000,2.5550,0.000001
-16.6000,2.5550,0.000001
-16.4000,2.5550,0.000001
-16.2000,2.5550,0.000001
-16.0000,2.5550,0.000001
-15.8000,2.5550,0.000001
-15.6000,2.5550,0.000001
-15.4000,2.5550,0.000001
-15.2000,2.5550,0.000001
-15.0000,2.5550,0.000001
-14.8000,2.5550,0.000001
-14.6000,2.5550,0.000001
-14.4000,2.5550,0.000001
-14.2000,2.5550,0.000001
-14.0000,2.5550,0.000001
-13.8000,2.5550,0.000001
-13.6000,2.5550,0.000001
-13.4000,2.5550,0.000001
-13.2000,2.5550,0.000001
-13.0000,2.5550,0.000001
-12.8000,2.5550,0.000001
-12.6000,2.5550,0.000001
-12.4000,2.5550,0.000001
-12.2000,2.5550,0.000001
-12.0000,2.5550,0.000001
-11.8000,2.5550,0.000001
-11.6000,2.5550,0.000001
-11.4000,2.5550,0.000002
-11.2000,2.5550,0.000002
-11.0000,2.5550,0.000002
-10.8000,2.5550,0.000002
-10.6000,2.5550,0.000002
-10.4000,2.5550,0.000002
-10.2000,2.5550,0.000002
-10.0000,2.5550,0.000003
-9.8000,2.5550,0.000003
-9.6000,2.5550,0.000003
-9.4000,2.5550,0.000003
-9.2000,2.5550,0.000004
-9.0000,2.5550,0.000004
-8.8000,2.5550,0.000005
-8.6000,2.5550,0.000006
-8.4000,2.5550,0.000006
-8.2000,2.5550,0.000007
-8.0000,2.5550,0.000009
-7.8000,2.5550,0.000010
-7.6000,2.5550,0.000012
-7.4000,2.5550,0.000015
-7.2000,2.5550,0.000018
-7.0000,2.5550,0.000023
-6.8000,2.5550,0.000029
-6.6000,2.5550,0.000037
-6.4000,2.5550,0.000049
-6.2000,2.5550,0.000065
-6.0000,2.5550,0.000089
-5.8000,2.5550,0.000123
-5.6000,2.5550,0.000175
-5.4000,2.5550,0.000255
-5.2000,2.5550,0.000382
-5.0000,2.5550,0.000586
-4.8000,2.5550,0.000925
-4.6000,2.5550,0.001503
-4.4000,2.5550,0.002512
-4.2000,2.5550,0.004320
-4.0000,2.5550,0.007630
-3.8000,2.5550,0.013806
-3.6000,2.5550,0.025485
-3.4000,2.5550,0.047699
-3.2000,2.5550,0.089748
-3.0000,2.5550,0.167869
-2.8000,2.5550,0.307771
-2.6000,2.5550,0.543813
-2.4000,2.5550,0.908465
-2.2000,2.5550,1.406006
-2.0000,2.5550,1.977000
-1.8000,2.5550,2.485269
-1.6000,2.5550,2.766608
-1.4000,2.5550,2.727700
-1.2000,2.5550,2.410981
-1.0000,2.5550,1.958327
-0.8000,2.5550,1.514771
-0.6000,2.5550,1.164092
-0.4000,2.5550,0.927988
-0.2000,2.5550,0.796447
0.0000,2.5550,0.754647
0.2000,2.5550,0.796447
0.4000,2.5550,0.927988
0.6000,2.5550,1.164092
0.8000,2.5550,1.514771
1.0000,2.5550,1.958327
1.2000,2.5550,2.410981
1.4000,2.5550,2.727700
1.6000,2.5550,2.766608
1.8000,2.5550,2.485269
2.0000,2.5550,1.977000
2.2000,2.5550,1.406006
2.4000,2.5550,0.908465
2.6000,2.5550,0.543813
2.8000,2.5550,0.307771
3.0000,2.5550,0.167869
3.2000,2.5550,0.089748
3.4000,2.5550,0.047699
3.6000,2.5550,0.025485
3.8000,2.5550,0.013806
4.0000,2.5550,0.007630
4.2000,2.5550,0.004320
4.4000,2.5550,0.002512
4.6000,2.5550,0.001503
4.8000,2.5550,0.000925
5.0000,2.5550,0.000586
5.2000,2.5550,0.000382
5.4000,2.5550,0.000255
5.6000,2.5550,0.000175
5.8000,2.5550,0.000123
6.0000,2.5550,0.000089
6.2000,2.5550,0.000065
6.4000,2.5550,0.000049
6.6000,2.5550,0.000037
6.8000,2.5550,0.000029
7.0000,2.5550,0.000023
7.2000,2.5550,0.000018
7.4000,2.5550,0.000015
7.6000,2.5550,0.000012
7.8000,2.5550,0.000010
8.0000,2.5550,0.000009
8.2000,2.5550,0.000007
8.4000,2.5550,0.000006
8.6000,2.5550,0.000006
8.8000,2.5550,0.000005
9.0000,2.5550,0.000004
9.2000,2.5550,0.000004
9.4000,2.5550,0.000003
9.6000,2.5550,0.000003
9.8000,2.5550,0.000003
10.0000,2.5550,0.000003
10.2000,2.5550,0.000002
10.4000,2.5550,0.000002
10.6000,2.5550,0.000002
10.8000,2.5550,0.000002
11.0000,2.5550,0.000002
11.2000,2.5550,0.000002
11.4000,2.5550,0.000002
11.6000,2.5550,0.000001
11.8000,2.5550,0.000001
12.0000,2.5550,0.000001
12.2000,2.5550,0.000001
12.4000,2.5550,0.000001
12.6000,2.5550,0.000001
12.8000,2.5550,0.000001
13.0000,2.5550,0.000001
13.2000,2.5550,0.000001
13.4000,2.5550,0.000001
13.6000,2.5550,0.000001
13.8000,2.5550,0.000001
14.0000,2.5550,0.000001
14.2000,2.5550,0.000001
14.4000,2.5550,0.000001
14.6000,2.5550,0.000001
14.8000,2.5550,0.000001
15.0000,2.5550,0.000001
15.2000,2.5550,0.000001
15.4000,2.5550,0.000001
15.6000,2.5550,0.000001
15.8000,2.5550,0.000001
16.0000,2.5550,0.000001
16.2000,2.5550,0.000001
16.4000,2.5550,0.000001
16.6000,2.5550,0.000001
16.8000,2.5550,0.000001
17.0000,2.5550,0.000001
17.2000,2.5550,0.000001
17.4000,2.5550,0.000001
17.6000,2.5550,0.000001
17.8000,2.5550,0.000001
18.0000,2.5550,0.000001
18.2000,2.5550,0.000001
18.4000,2.5550,0.000001
18.6000,2.5550,0.000001
18.8000,2.5550,0.000001
19.0000,2.5550,0.000001
19.2000,2.5550,0.000001
19.4000,2.5550,0.000001
19.6000,2.5550,0.000001
19.8000,2.5550,0.000001
20.0000,2.5550,0.000000
-20.0000,2.6572,0.000000
-19.8000,2.6572,0.000001
-19.6000,2.6572,0.000001
-19.4000,2.6572,0.000001
-19.2000,2.6572,0.000001
-19.0000,2.6572,0.000001
-18.8000,2.6572,0.000001
-18.6000,2.6572,0.000001
-18.4000,2.6572,0.000001
-18.2000,2.6572,0.000001
-18.0000,2.6572,0.000001
-17.8000,2.6572,0.000001
-17.6000,2.6572,0.000001
-17.4000,2.6572,0.000001
-17.2000,2.6572,0.000001
-17.0000,2.6572,0.000001
-16.8000,2.6572,0.000001
-16.6000,2.6572,0.000001
-16.4000,2.6572,0.000001
-16.2000,2.6572,0.000001
-16.0000,2.6572,0.000001
-15.8000,2.6572,0.000001
-15.6000,2.6572,0.000001
-15.4000,2.6572,0.000001
-15.2000,2.6572,0.000001
-15.0000,2.6572,0.000001
-14.8000,2.6572,0.000001
-14.6000,2.6572,0.000001
-14.4000,2.6572,0.000001
-14.2000,2.6572,0.000001
-14.0000,2.6572,0.000001
-13.8000,2.6572,0.000001
-13.6000,2.6572,0.000001
-13.4000,2.6572,0.000001
-13.2000,2.6572,0.000001
-13.0000,2.6572,0.000001
-12.8000,2.6572,0.000001
-12.6000,2.6572,0.000001
-12.4000,2.6572,0.000001
-12.2000,2.6572,0.000001
-12.0000,2.6572,0.000001
-11.8000,2.6572,0.000001
-11.6000,2.6572,0.000001
-11.4000,2.6572,0.000002
-11.2000,2.6572,0.000002
-11.0000,2.6572,0.000002
-10.8000,2.6572,0.000002
-10.6000,2.6572,0.000002
-10.4000,2.6572,0.000002
-10.2000,2.6572,0.000002
-10.0000,2.6572,0.000003
-9.8000,2.6572,0.000003
-9.6000,2.6572,0.000003
-9.4000,2.6572,0.000003
-9.2000,2.6572,0.000004
-9.0000,2.6572,0.000004
-8.8000,2.6572,0.000005
-8.6000,2.6572,0.000006
-8.4000,2.6572,0.000007
-8.2000,2.6572,0.000008
-8.0000,2.6572,0.000009
-7.8000,2.6572,0.000011
-7.6000,2.6572,0.000013
-7.4000,2.6572,0.000016
-7.2000,2.6572,0.000019
-7.0000,2.6572,0.000024
-6.8000,2.6572,0.000031
-6.6000,2.6572,0.000039
-6.4000,2.6572,0.000052
-6.2000,2.6572,0.000069
-6.0000,2.6572,0.000095
-5.8000,2.6572,0.000133
-5.6000,2.6572,0.000190
-5.4000,2.6572,0.000279
-5.2000,2.6572,0.000421
-5.0000,2.6572,0.000651
-4.8000,2.6572,0.001037
-4.6000,2.6572,0.001700
-4.4000,2.6572,0.002868
-4.2000,2.6572,0.004978
-4.0000,2.6572,0.008873
-3.8000,2.6572,0.016188
-3.6000,2.6572,0.030089
-3.4000,2.6572,0.056587
-3.2000,2.6572,0.106672
-3.0000,2.6572,0.199111
-2.8000,2.6572,0.362476
-2.6000,2.6572,0.632187
-2.4000,2.6572,1.035535
-2.2000,2.6572,1.560768
-2.0000,2.6572,2.123858
-1.8000,2.6572,2.571354
-1.6000,2.6572,2.749943
-1.4000,2.6572,2.605969
-1.2000,2.6572,2.221837
-1.0000,2.6572,1.751459
-0.8000,2.6572,1.324692
-0.6000,2.6572,1.002908
-0.4000,2.6572,0.792593
-0.2000,2.6572,0.677416
0.0000,2.6572,0.641099
0.2000,2.6572,0.677416
0.4000,2.6572,0.792593
0.6000,2.6572,1.002908
0.8000,2.6572,1.324692
1.0000,2.6572,1.751459
1.2000,2.6572,2.221837
1.4000,2.6572,2.605969
1.6000,2.6572,2.749943
1.8000,2.6572,2.571354
2.0000,2.6572,2.123858
2.2000,2.6572,1.560768
2.4000,2.6572,1.035535
2.6000,2.6572,0.632187
2.8000,2.6572,0.362476
3.0000,2.6572,0.199111
3.2000,2.6572,0.106672
3.4000,2.6572,0.056587
3.6000,2.6572,0.030089
3.8000,2.6572,0.016188
4.0000,2.6572,0.008873
4.2000,2.6572,0.004978
4.4000,2.6572,0.002868
4.6000,2.6572,0.001700
4.8000,2.6572,0.001037
