delta_c_MHz,R_qutip,Pout_microW
8.2000,5.5188,0.000031
8.4000,5.5188,0.000024
8.6000,5.5188,0.000019
8.8000,5.5188,0.000015
9.0000,5.5188,0.000012
9.2000,5.5188,0.000010
9.4000,5.5188,0.000008
9.6000,5.5188,0.000007
9.8000,5.5188,0.000006
10.0000,5.5188,0.000005
10.2000,5.5188,0.000005
10.4000,5.5188,0.000004
10.6000,5.5188,0.000004
10.8000,5.5188,0.000003
11.0000,5.5188,0.000003
11.2000,5.5188,0.000003
11.4000,5.5188,0.000002
11.6000,5.5188,0.000002
11.8000,5.5188,0.000002
12.0000,5.5188,0.000002
12.2000,5.5188,0.000002
12.4000,5.5188,0.000002
12.6000,5.5188,0.000001
12.8000,5.5188,0.000001
13.0000,5.5188,0.000001
13.2000,5.5188,0.000001
13.4000,5.5188,0.000001
13.6000,5.5188,0.000001
13.8000,5.5188,0.000001
14.0000,5.5188,0.000001
14.2000,5.5188,0.000001
14.4000,5.5188,0.000001
14.6000,5.5188,0.000001
14.8000,5.5188,0.000001
15.0000,5.5188,0.000001
15.2000,5.5188,0.000001
15.4000,5.5188,0.000001
15.6000,5.5188,0.000001
15.8000,5.5188,0.000001
16.0000,5.5188,0.000001
16.2000,5.5188,0.000001
16.4000,5.5188,0.000001
16.6000,5.5188,0.000001
16.8000,5.5188,0.000001
17.0000,5.5188,0.000001
17.2000,5.5188,0.000001
17.4000,5.5188,0.000001
17.6000,5.5188,0.000001
17.8000,5.5188,0.000001
18.0000,5.5188,0.000001
18.2000,5.5188,0.000001
18.4000,5.5188,0.000001
18.6000,5.5188,0.000001
18.8000,5.5188,0.000001
19.0000,5.5188,0.000001
19.2000,5.5188,0.000001
19.4000,5.5188,0.000001
19.6000,5.5188,0.000001
19.8000,5.5188,0.000001
20.0000,5.5188,0.000001
-20.0000,5.6210,0.000001
-19.8000,5.6210,0.000001
-19.6000,5.6210,0.000001
-19.4000,5.6210,0.000001
-19.2000,5.6210,0.000001
-19.0000,5.6210,0.000001
-18.8000,5.6210,0.000001
-18.6000,5.6210,0.000001
-18.4000,5.6210,0.000001
-18.2000,5.6210,0.000001
-18.0000,5.6210,0.000001
-17.8000,5.6210,0.000001
-17.6000,5.6210,0.000001
-17.4000,5.6210,0.000001
-17.2000,5.6210,0.000001
-17.0000,5.6210,0.000001
-16.8000,5.6210,0.000001
-16.6000,5.6210,0.000001
-16.4000,5.6210,0.000001
-16.2000,5.6210,0.000001
-16.0000,5.6210,0.000001
-15.8000,5.6210,0.000001
-15.6000,5.6210,0.000001
-15.4000,5.6210,0.000001
-15.2000,5.6210,0.000001
-15.0000,5.6210,0.000001
-14.8000,5.6210,0.000001
-14.6000,5.6210,0.000001
-14.4000,5.6210,0.000001
-14.2000,5.6210,0.000001
-14.0000,5.6210,0.000001
-13.8000,5.6210,0.000001
-13.6000,5.6210,0.000001
-13.4000,5.6210,0.000001
-13.2000,5.6210,0.000001
-13.0000,5.6210,0.000001
-12.8000,5.6210,0.000001
-12.6000,5.6210,0.000002
-12.4000,5.6210,0.000002
-12.2000,5.6210,0.000002
-12.0000,5.6210,0.000002
-11.8000,5.6210,0.000002
-11.6000,5.6210,0.000002
-11.4000,5.6210,0.000002
-11.2000,5.6210,0.000003
-11.0000,5.6210,0.000003
-10.8000,5.6210,0.000003
-10.6000,5.6210,0.000004
-10.4000,5.6210,0.000004
-10.2000,5.6210,0.000005
-10.0000,5.6210,0.000005
-9.8000,5.6210,0.000006
-9.6000,5.6210,0.000007
-9.4000,5.6210,0.000009
-9.2000,5.6210,0.000011
-9.0000,5.6210,0.000013
-8.8000,5.6210,0.000016
-8.6000,5.6210,0.000020
-8.4000,5.6210,0.000026
-8.2000,5.6210,0.000033
-8.0000,5.6210,0.000044
-7.8000,5.6210,0.000060
-7.6000,5.6210,0.000084
-7.4000,5.6210,0.000120
-7.2000,5.6210,0.000175
-7.0000,5.6210,0.000265
-6.8000,5.6210,0.000413
-6.6000,5.6210,0.000664
-6.4000,5.6210,0.001103
-6.2000,5.6210,0.001896
-6.0000,5.6210,0.003366
-5.8000,5.6210,0.006165
-5.6000,5.6210,0.011605
-5.4000,5.6210,0.022332
-5.2000,5.6210,0.043582
-5.0000,5.6210,0.085320
-4.8000,5.6210,0.165211
-4.6000,5.6210,0.311026
-4.4000,5.6210,0.558010
-4.2000,5.6210,0.933499
-4.0000,5.6210,1.424402
-3.8000,5.6210,1.942618
-3.6000,5.6210,2.329943
-3.4000,5.6210,2.433370
-3.2000,5.6210,2.208588
-3.0000,5.6210,1.753532
-2.8000,5.6210,1.235740
-2.6000,5.6210,0.789318
-2.4000,5.6210,0.468554
-2.2000,5.6210,0.265464
-2.0000,5.6210,0.147315
-1.8000,5.6210,0.081981
-1.6000,5.6210,0.046683
-1.4000,5.6210,0.027649
-1.2000,5.6210,0.017250
-1.0000,5.6210,0.011443
-0.8000,5.6210,0.008125
-0.6000,5.6210,0.006203
-0.4000,5.6210,0.005107
-0.2000,5.6210,0.004542
0.0000,5.6210,0.004367
0.2000,5.6210,0.004542
0.4000,5.6210,0.005107
0.6000,5.6210,0.006203
0.8000,5.6210,0.008125
1.0000,5.6210,0.011443
1.2000,5.6210,0.017250
1.4000,5.6210,0.027649
1.6000,5.6210,0.046683
1.8000,5.6210,0.081981
2.0000,5.6210,0.147315
2.2000,5.6210,0.265464
2.4000,5.6210,0.468554
2.6000,5.6210,0.789318
2.8000,5.6210,1.235740
3.0000,5.6210,1.753532
3.2000,5.6210,2.208588
3.4000,5.6210,2.433370
3.6000,5.6210,2.329943
3.8000,5.6210,1.942618
4.0000,5.6210,1.424402
4.2000,5.6210,0.933499
4.4000,5.6210,0.558010
4.6000,5.6210,0.311026
4.8000,5.6210,0.165211
5.0000,5.6210,0.085320
5.2000,5.6210,0.043582
5.4000,5.6210,0.022332
5.6000,5.6210,0.011605
5.8000,5.6210,0.006165
6.0000,5.6210,0.003366
6.2000,5.6210,0.001896
6.4000,5.6210,0.001103
6.6000,5.6210,0.000664
6.8000,5.6210,0.000413
7.0000,5.6210,0.000265
7.2000,5.6210,0.000175
7.4000,5.6210,0.000120
7.6000,5.6210,0.000084
7.8000,5.6210,0.000060
8.0000,5.6210,0.000044
8.2000,5.6210,0.000033
8.4000,5.6210,0.000026
8.6000,5.6210,0.000020
8.8000,5.6210,0.000016
9.0000,5.6210,0.000013
9.2000,5.6210,0.000011
9.4000,5.6210,0.000009
9.6000,5.6210,0.000007
9.8000,5.6210,0.000006
10.0000,5.6210,0.000005
10.2000,5.6210,0.000005
10.4000,5.6210,0.000004
10.6000,5.6210,0.000004
10.8000,5.6210,0.000003
11.0000,5.6210,0.000003
11.2000,5.6210,0.000003
11.4000,5.6210,0.000002
11.6000,5.6210,0.000002
11.8000,5.6210,0.000002
12.0000,5.6210,0.000002
12.2000,5.6210,0.000002
12.4000,5.6210,0.000002
12.6000,5.6210,0.000002
12.8000,5.6210,0.000001
13.0000,5.6210,0.000001
13.2000,5.6210,0.000001
13.4000,5.6210,0.000001
13.6000,5.6210,0.000001
13.8000,5.6210,0.000001
14.0000,5.6210,0.000001
14.2000,5.6210,0.000001
14.4000,5.6210,0.000001
14.6000,5.6210,0.000001
14.8000,5.6210,0.000001
15.0000,5.6210,0.000001
15.2000,5.6210,0.000001
15.4000,5.6210,0.000001
15.6000,5.6210,0.000001
15.8000,5.6210,0.000001
16.0000,5.6210,0.000001
16.2000,5.6210,0.000001
16.4000,5.6210,0.000001
16.6000,5.6210,0.000001
16.8000,5.6210,0.000001
17.0000,5.6210,0.000001
17.2000,5.6210,0.000001
17.4000,5.6210,0.000001
17.6000,5.6210,0.000001
17.8000,5.6210,0.000001
18.0000,5.6210,0.000001
18.2000,5.6210,0.000001
18.4000,5.6210,0.000001
18.6000,5.6210,0.000001
18.8000,5.6210,0.000001
19.0000,5.6210,0.000001
19.2000,5.6210,0.000001
19.4000,5.6210,0.000001
19.6000,5.6210,0.000001
19.8000,5.6210,0.000001
20.0000,5.6210,0.000001
-20.0000,5.7232,0.000001
-19.8000,5.7232,0.000001
-19.6000,5.7232,0.000001
-19.4000,5.7232,0.000001
-19.2000,5.7232,0.000001
-19.0000,5.7232,0.000001
-18.8000,5.7232,0.000001
-18.6000,5.7232,0.000001
-18.4000,5.7232,0.000001
-18.2000,5.7232,0.000001
-18.0000,5.7232,0.000001
-17.8000,5.7232,0.000001
-17.6000,5.7232,0.000001
-17.4000,5.7232,0.000001
-17.2000,5.7232,0.000001
-17.0000,5.7232,0.000001
-16.8000,5.7232,0.000001
-16.6000,5.7232,0.000001
-16.4000,5.7232,0.000001
-16.2000,5.7232,0.000001
-16.0000,5.7232,0.000001
-15.8000,5.7232,0.000001
-15.6000,5.7232,0.000001
-15.4000,5.7232,0.000001
-15.2000,5.7232,0.000001
-15.0000,5.7232,0.000001
-14.8000,5.7232,0.000001
-14.6000,5.7232,0.000001
-14.4000,5.7232,0.000001
-14.2000,5.7232,0.000001
-14.0000,5.7232,0.000001
-13.8000,5.7232,0.000001
-13.6000,5.7232,0.000001
-13.4000,5.7232,0.000001
-13.2000,5.7232,0.000001
-13.0000,5.7232,0.000001
-12.8000,5.7232,0.000001
-12.6000,5.7232,0.000002
-12.4000,5.7232,0.000002
-12.2000,5.7232,0.000002
-12.0000,5.7232,0.000002
-11.8000,5.7232,0.000002
-11.6000,5.7232,0.000002
-11.4000,5.7232,0.000002
-11.2000,5.7232,0.000003
-11.0000,5.7232,0.000003
-10.8000,5.7232,0.000003
-10.6000,5.7232,0.000004
-10.4000,5.7232,0.000004
-10.2000,5.7232,0.000005
-10.0000,5.7232,0.000006
-9.8000,5.7232,0.000007
-9.6000,5.7232,0.000008
-9.4000,5.7232,0.000009
-9.2000,5.7232,0.000011
-9.0000,5.7232,0.000014
-8.8000,5.7232,0.000017
-8.6000,5.7232,0.000021
-8.4000,5.7232,0.000028
-8.2000,5.7232,0.000036
-8.0000,5.7232,0.000048
-7.8000,5.7232,0.000066
-7.6000,5.7232,0.000093
-7.4000,5.7232,0.000133
-7.2000,5.7232,0.000198
-7.0000,5.7232,0.000301
-6.8000,5.7232,0.000474
-6.6000,5.7232,0.000771
-6.4000,5.7232,0.001295
-6.2000,5.7232,0.002249
-6.0000,5.7232,0.004036
-5.8000,5.7232,0.007463
-5.6000,5.7232,0.014164
-5.4000,5.7232,0.027422
-5.2000,5.7232,0.053673
-5.0000,5.7232,0.104952
-4.8000,5.7232,0.201955
-4.6000,5.7232,0.375529
-4.4000,5.7232,0.660962
-4.2000,5.7232,1.077137
-4.0000,5.7232,1.590324
-3.8000,5.7232,2.086696
-3.6000,5.7232,2.398389
-3.4000,5.7232,2.396488
-3.2000,5.7232,2.083015
-3.0000,5.7232,1.589308
-2.8000,5.7232,1.082277
-2.6000,5.7232,0.672618
-2.4000,5.7232,0.391388
-2.2000,5.7232,0.218937
-2.0000,5.7232,0.120731
-1.8000,5.7232,0.067117
-1.6000,5.7232,0.038329
-1.4000,5.7232,0.022827
-1.2000,5.7232,0.014341
-1.0000,5.7232,0.009584
-0.8000,5.7232,0.006853
-0.6000,5.7232,0.005264
-0.4000,5.7232,0.004354
-0.2000,5.7232,0.003883
0.0000,5.7232,0.003738
0.2000,5.7232,0.003883
0.4000,5.7232,0.004354
0.6000,5.7232,0.005264
0.8000,5.7232,0.006853
1.0000,5.7232,0.009584
1.2000,5.7232,0.014341
1.4000,5.7232,0.022827
1.6000,5.7232,0.038329
1.8000,5.7232,0.067117
2.0000,5.7232,0.120731
2.2000,5.7232,0.218937
2.4000,5.7232,0.391388
2.6000,5.7232,0.672618
2.8000,5.7232,1.082277
3.0000,5.7232,1.589308
3.2000,5.7232,2.083015
3.4000,5.7232,2.396488
3.6000,5.7232,2.398389
3.8000,5.7232,2.086696
4.0000,5.7232,1.590324
4.2000,5.7232,1.077137
4.4000,5.7232,0.660962
4.6000,5.7232,0.375529
4.8000,5.7232,0.201955
5.0000,5.7232,0.104952
5.2000,5.7232,0.053673
5.4000,5.7232,0.027422
5.6000,5.7232,0.014164
5.8000,5.7232,0.007463
6.0000,5.7232,0.004036
6.2000,5.7232,0.002249
6.4000,5.7232,0.001295
6.6000,5.7232,0.000771
6.8000,5.7232,0.000474
7.0000,5.7232,0.000301
7.2000,5.7232,0.000198
7.4000,5.7232,0.000133
7.6000,5.7232,0.000093
7.8000,5.7232,0.000066
8.0000,5.7232,0.000048
8.2000,5.7232,0.000036
8.4000,5.7232,0.000028
8.6000,5.7232,0.000021
8.8000,5.7232,0.000017
9.0000,5.7232,0.000014
9.2000,5.7232,0.000011
9.4000,5.7232,0.000009
9.6000,5.7232,0.000008
9.8000,5.7232,0.000007
10.0000,5.7232,0.000006
10.2000,5.7232,0.000005
10.4000,5.7232,0.000004
10.6000,5.7232,0.000004
10.8000,5.7232,0.000003
11.0000,5.7232,0.000003
11.2000,5.7232,0.000003
11.4000,5.7232,0.000002
11.6000,5.7232,0.000002
11.8000,5.7232,0.000002
12.0000,5.7232,0.000002
12.2000,5.7232,0.000002
12.4000,5.7232,0.000002
12.6000,5.7232,0.000002
12.8000,5.7232,0.000001
13.0000,5.7232,0.000001
13.2000,5.7232,0.000001
13.4000,5.7232,0.000001
13.6000,5.7232,0.000001
13.8000,5.7232,0.000001
14.0000,5.7232,0.000001
14.2000,5.7232,0.000001
14.4000,5.7232,0.000001
14.6000,5.7232,0.000001
14.8000,5.7232,0.000001
15.0000,5.7232,0.000001
15.2000,5.7232,0.000001
15.4000,5.7232,0.000001
15.6000,5.7232,0.000001
15.8000,5.7232,0.000001
16.0000,5.7232,0.000001
16.2000,5.7232,0.000001
16.4000,5.7232,0.000001
16.6000,5.7232,0.000001
16.8000,5.7232,0.000001
17.0000,5.7232,0.000001
17.2000,5.7232,0.000001
17.4000,5.7232,0.000001
17.6000,5.7232,0.000001
17.8000,5.7232,0.000001
18.0000,5.7232,0.000001
18.2000,5.7232,0.000001
18.4000,5.7232,0.000001
18.6000,5.7232,0.000001
18.8000,5.7232,0.000001
19.0000,5.7232,0.000001
19.2000,5.7232,0.000001
19.4000,5.7232,0.000001
19.6000,5.7232,0.000001
19.8000,5.7232,0.000001
20.0000,5.7232,0.000001
-20.0000,5.8254,0.000001
-19.8000,5.8254,0.000001
-19.6000,5.8254,0.000001
-19.4000,5.8254,0.000001
-19.2000,5.8254,0.000001
-19.0000,5.8254,0.000001
-18.8000,5.8254,0.000001
-18.6000,5.8254,0.000001
-18.4000,5.8254,0.000001
-18.2000,5.8254,0.000001
-18.0000,5.8254,0.000001
-17.8000,5.8254,0.000001
-17.6000,5.8254,0.000001
-17.4000,5.8254,0.000001
-17.2000,5.8254,0.000001
-17.0000,5.8254,0.000001
-16.8000,5.8254,0.000001
-16.6000,5.8254,0.000001
-16.4000,5.8254,0.000001
-16.2000,5.8254,0.000001
-16.0000,5.8254,0.000001
-15.8000,5.8254,0.000001
-15.6000,5.8254,0.000001
-15.4000,5.8254,0.000001
-15.2000,5.8254,0.000001
-15.0000,5.8254,0.000001
-14.8000,5.8254,0.000001
-14.6000,5.8254,0.000001
-14.4000,5.8254,0.000001
-14.2000,5.8254,0.000001
-14.0000,5.8254,0.000001
-13.8000,5.8254,0.000001
-13.6000,5.8254,0.000001
-13.4000,5.8254,0.000001
-13.2000,5.8254,0.000001
-13.0000,5.8254,0.000001
-12.8000,5.8254,0.000001
-12.6000,5.8254,0.000002
-12.4000,5.8254,0.000002
-12.2000,5.8254,0.000002
-12.0000,5.8254,0.000002
-11.8000,5.8254,0.000002
-11.6000,5.8254,0.000002
-11.4000,5.8254,0.000003
-11.2000,5.8254,0.000003
-11.0000,5.8254,0.000003
-10.8000,5.8254,0.000003
-10.6000,5.8254,0.000004
-10.4000,5.8254,0.000004
-10.2000,5.8254,0.000005
-10.0000,5.8254,0.000006
-9.8000,5.8254,0.000007
-9.6000,5.8254,0.000008
-9.4000,5.8254,0.000010
-9.2000,5.8254,0.000012
-9.0000,5.8254,0.000014
-8.8000,5.8254,0.000018
-8.6000,5.8254,0.000023
-8.4000,5.8254,0.000030
-8.2000,5.8254,0.000039
-8.0000,5.8254,0.000053
-7.8000,5.8254,0.000073
-7.6000,5.8254,0.000103
-7.4000,5.8254,0.000149
-7.2000,5.8254,0.000223
-7.0000,5.8254,0.000344
-6.8000,5.8254,0.000547
-6.6000,5.8254,0.000898
-6.4000,5.8254,0.001526
-6.2000,5.8254,0.002679
-6.0000,5.8254,0.004856
-5.8000,5.8254,0.009064
-5.6000,5.8254,0.017335
-5.4000,5.8254,0.033732
-5.2000,5.8254,0.066138
-5.0000,5.8254,0.128977
-4.8000,5.8254,0.246171
-4.6000,5.8254,0.451169
-4.4000,5.8254,0.777285
-4.2000,5.8254,1.231208
-4.0000,5.8254,1.755439
-3.8000,5.8254,2.212752
-3.6000,5.8254,2.435260
-3.4000,5.8254,2.328032
-3.2000,5.8254,1.939363
-3.0000,5.8254,1.424073
-2.8000,5.8254,0.938923
-2.6000,5.8254,0.569007
-2.4000,5.8254,0.325266
-2.2000,5.8254,0.180005
-2.0000,5.8254,0.098804
-1.8000,5.8254,0.054941
-1.6000,5.8254,0.031497
-1.4000,5.8254,0.018874
-1.2000,5.8254,0.011945
-1.0000,5.8254,0.008044
-0.8000,5.8254,0.005793
-0.6000,5.8254,0.004476
-0.4000,5.8254,0.003719
-0.2000,5.8254,0.003327
0.0000,5.8254,0.003205
0.2000,5.8254,0.003327
0.4000,5.8254,0.003719
0.6000,5.8254,0.004476
0.8000,5.8254,0.005793
1.0000,5.8254,0.008044
1.2000,5.8254,0.011945
1.4000,5.8254,0.018874
1.6000,5.8254,0.031497
1.8000,5.8254,0.054941
2.0000,5.8254,0.098804
2.2000,5.8254,0.180005
2.4000,5.8254,0.325266
2.6000,5.8254,0.569007
2.8000,5.8254,0.938923
3.0000,5.8254,1.424073
3.2000,5.8254,1.939363
3.4000,5.8254,2.328032
3.6000,5.8254,2.435260
3.8000,5.8254,2.212752
4.0000,5.8254,1.755439
4.2000,5.8254,1.231208
4.4000,5.8254,0.777285
4.6000,5.8254,0.451169
4.8000,5.8254,0.246171
5.0000,5.8254,0.128977
5.2000,5.8254,0.066138
5.4000,5.8254,0.033732
5.6000,5.8254,0.017335
5.8000,5.8254,0.009064
6.0000,5.8254,0.004856
6.2000,5.8254,0.002679
6.4000,5.8254,0.001526
6.6000,5.8254,0.000898
6.8000,5.8254,0.000547
7.0000,5.8254,0.000344
7.2000,5.8254,0.000223
7.4000,5.8254,0.000149
7.6000,5.8254,0.000103
7.8000,5.8254,0.000073
8.0000,5.8254,0.000053
8.2000,5.8254,0.000039
8.4000,5.8254,0.000030
8.6000,5.8254,0.000023
8.8000,5.8254,0.000018
9.0000,5.8254,0.000014
9.2000,5.8254,0.000012
9.4000,5.8254,0.000010
9.6000,5.8254,0.000008
9.8000,5.8254,0.000007
10.0000,5.8254,0.000006
10.2000,5.8254,0.000005
10.4000,5.8254,0.000004
10.6000,5.8254,0.000004
10.8000,5.8254,0.000003
11.0000,5.8254,0.000003
11.2000,5.8254,0.000003
11.4000,5.8254,0.000003
11.6000,5.8254,0.000002
11.8000,5.8254,0.000002
12.0000,5.8254,0.000002
12.2000,5.8254,0.000002
12.4000,5.8254,0.000002
12.6000,5.8254,0.000002
12.8000,5.8254,0.000001
13.0000,5.8254,0.000001
13.2000,5.8254,0.000001
13.4000,5.8254,0.000001
13.6000,5.8254,0.000001
13.8000,5.8254,0.000001
14.0000,5.8254,0.000001
14.2000,5.8254,0.000001
14.4000,5.8254,0.000001
14.6000,5.8254,0.000001
14.8000,5.8254,0.000001
15.0000,5.8254,0.000001
15.2000,5.8254,0.000001
15.4000,5.8254,0.000001
15.6000,5.8254,0.000001
15.8000,5.8254,0.000001
16.0000,5.8254,0.000001
16.2000,5.8254,0.000001
16.4000,5.8254,0.000001
16.6000,5.8254,0.000001
16.8000,5.8254,0.000001
17.0000,5.8254,0.000001
17.2000,5.8254,0.000001
17.4000,5.8254,0.000001
17.6000,5.8254,0.000001
17.8000,5.8254,0.000001
18.0000,5.8254,0.000001
18.2000,5.8254,0.000001
18.4000,5.8254,0.000001
18.6000,5.8254,0.000001
18.8000,5.8254,0.000001
19.0000,5.8254,0.000001
19.2000,5.8254,0.000001
19.4000,5.8254,0.000001
19.6000,5.8254,0.000001
19.8000,5.8254,0.000001
20.0000,5.8254,0.000001
-20.0000,5.9276,0.000001
-19.8000,5.9276,0.000001
-19.6000,5.9276,0.000001
-19.4000,5.9276,0.000001
-19.2000,5.9276,0.000001
-19.0000,5.9276,0.000001
-18.8000,5.9276,0.000001
-18.6000,5.9276,0.000001
-18.4000,5.9276,0.000001
-18.2000,5.9276,0.000001
-18.0000,5.9276,0.000001
-17.8000,5.9276,0.000001
-17.6000,5.9276,0.000001
-17.4000,5.9276,0.000001
-17.2000,5.9276,0.000001
-17.0000,5.9276,0.000001
-16.8000,5.9276,0.000001
-16.6000,5.9276,0.000001
-16.4000,5.9276,0.000001
-16.2000,5.9276,0.000001
-16.0000,5.9276,0.000001
-15.8000,5.9276,0.000001
-15.6000,5.9276,0.000001
-15.4000,5.9276,0.000001
-15.2000,5.9276,0.000001
-15.0000,5.9276,0.000001
-14.8000,5.9276,0.000001
-14.6000,5.9276,0.000001
-14.4000,5.9276,0.000001
-14.2000,5.9276,0.000001
-14.0000,5.9276,0.000001
-13.8000,5.9276,0.000001
-13.6000,5.9276,0.000001
-13.4000,5.9276,0.000001
-13.2000,5.9276,0.000001
-13.0000,5.9276,0.000001
-12.8000,5.9276,0.000001
-12.6000,5.9276,0.000002
-12.4000,5.9276,0.000002
-12.2000,5.9276,0.000002
-12.0000,5.9276,0.000002
-11.8000,5.9276,0.000002
-11.6000,5.9276,0.000002
-11.4000,5.9276,0.000003
-11.2000,5.9276,0.000003
-11.0000,5.9276,0.000003
-10.8000,5.9276,0.000004
-10.6000,5.9276,0.000004
-10.4000,5.9276,0.000005
-10.2000,5.9276,0.000005
-10.0000,5.9276,0.000006
-9.8000,5.9276,0.000007
-9.6000,5.9276,0.000009
-9.4000,5.9276,0.000010
-9.2000,5.9276,0.000012
-9.0000,5.9276,0.000015
-8.8000,5.9276,0.000019
-8.6000,5.9276,0.000025
-8.4000,5.9276,0.000032
-8.2000,5.9276,0.000043
-8.0000,5.9276,0.000058
-7.8000,5.9276,0.000080
-7.6000,5.9276,0.000114
-7.4000,5.9276,0.000168
-7.2000,5.9276,0.000253
-7.0000,5.9276,0.000394
-6.8000,5.9276,0.000633
-6.6000,5.9276,0.001051
-6.4000,5.9276,0.001804
-6.2000,5.9276,0.003203
-6.0000,5.9276,0.005865
-5.8000,5.9276,0.011043
-5.6000,5.9276,0.021265
-5.4000,5.9276,0.041552
-5.2000,5.9276,0.081504
-5.0000,5.9276,0.158254
-4.8000,5.9276,0.299017
-4.6000,5.9276,0.538973
-4.4000,5.9276,0.906842
-4.2000,5.9276,1.393155
-4.0000,5.9276,1.914678
-3.8000,5.9276,2.315564
-3.6000,5.9276,2.438807
-3.4000,5.9276,2.231082
-3.2000,5.9276,1.783122
-3.0000,5.9276,1.262197
-2.8000,5.9276,0.807393
-2.6000,5.9276,0.478182
-2.4000,5.9276,0.269110
-2.2000,5.9276,0.147619
-2.0000,5.9276,0.080781
-1.8000,5.9276,0.044986
-1.6000,5.9276,0.025911
-1.4000,5.9276,0.015632
-1.2000,5.9276,0.009969
-1.0000,5.9276,0.006765
-0.8000,5.9276,0.004907
-0.6000,5.9276,0.003815
-0.4000,5.9276,0.003184
-0.2000,5.9276,0.002856
0.0000,5.9276,0.002754
0.2000,5.9276,0.002856
0.4000,5.9276,0.003184
0.6000,5.9276,0.003815
0.8000,5.9276,0.004907
1.0000,5.9276,0.006765
1.2000,5.9276,0.009969
1.4000,5.9276,0.015632
1.6000,5.9276,0.025911
1.8000,5.9276,0.044986
2.0000,5.9276,0.080781
2.2000,5.9276,0.147619
2.4000,5.9276,0.269110
2.6000,5.9276,0.478182
2.8000,5.9276,0.807393
3.0000,5.9276,1.262197
3.2000,5.9276,1.783122
3.4000,5.9276,2.231082
3.6000,5.9276,2.438807
3.8000,5.9276,2.315564
4.0000,5.9276,1.914678
4.2000,5.9276,1.393155
4.4000,5.9276,0.906842
4.6000,5.9276,0.538973
4.8000,5.9276,0.299017
5.0000,5.9276,0.158254
5.2000,5.9276,0.081504
5.4000,5.9276,0.041552
5.6000,5.9276,0.021265
5.8000,5.9276,0.011043
6.0000,5.9276,0.005865
6.2000,5.9276,0.003203
6.4000,5.9276,0.001804
6.6000,5.9276,0.001051
6.8000,5.9276,0.000633
7.0000,5.9276,0.000394
7.2000,5.9276,0.000253
7.4000,5.9276,0.000168
7.6000,5.9276,0.000114
7.8000,5.9276,0.000080
8.0000,5.9276,0.000058
8.2000,5.9276,0.000043
8.4000,5.9276,0.000032
8.6000,5.9276,0.000025
8.8000,5.9276,0.000019
9.0000,5.9276,0.000015
9.2000,5.9276,0.000012
9.4000,5.9276,0.000010
9.6000,5.9276,0.000009
9.8000,5.9276,0.000007
10.0000,5.9276,0.000006
10.2000,5.9276,0.000005
10.4000,5.9276,0.000005
10.6000,5.9276,0.000004
10.8000,5.9276,0.000004
11.0000,5.9276,0.000003
11.2000,5.9276,0.000003
11.4000,5.9276,0.000003
11.6000,5.9276,0.000002
11.8000,5.9276,0.000002
12.0000,5.9276,0.000002
12.2000,5.9276,0.000002
12.4000,5.9276,0.000002
12.6000,5.9276,0.000002
12.8000,5.9276,0.000001
13.0000,5.9276,0.000001
13.2000,5.9276,0.000001
13.4000,5.9276,0.000001
13.6000,5.9276,0.000001
13.8000,5.9276,0.000001
14.0000,5.9276,0.000001
14.2000,5.9276,0.000001
14.4000,5.9276,0.000001
14.6000,5.9276,0.000001
14.8000,5.9276,0.000001
15.0000,5.9276,0.000001
15.2000,5.9276,0.000001
15.4000,5.9276,0.000001
15.6000,5.9276,0.000001
15.8000,5.9276,0.000001
16.0000,5.9276,0.000001
16.2000,5.9276,0.000001
16.4000,5.9276,0.000001
16.6000,5.9276,0.000001
16.8000,5.9276,0.000001
17.0000,5.9276,0.000001
17.2000,5.9276,0.000001
17.4000,5.9276,0.000001
17.6000,5.9276,0.000001
17.8000,5.9276,0.000001
18.0000,5.9276,0.000001
18.2000,5.9276,0.000001
18.4000,5.9276,0.000001
18.6000,5.9276,0.000001
18.8000,5.9276,0.000001
19.0000,5.9276,0.000001
19.2000,5.9276,0.000001
19.4000,5.9276,0.000001
19.6000,5.9276,0.000001
19.8000,5.9276,0.000001
20.0000,5.9276,0.000001
-20.0000,6.0298,0.000001
-19.8000,6.0298,0.000001
-19.6000,6.0298,0.000001
-19.4000,6.0298,0.000001
-19.2000,6.0298,0.000001
-19.0000,6.0298,0.000001
-18.8000,6.0298,0.000001
-18.6000,6.0298,0.000001
-18.4000,6.0298,0.000001
-18.2000,6.0298,0.000001
-18.0000,6.0298,0.000001
-17.8000,6.0298,0.000001
-17.6000,6.0298,0.000001
-17.4000,6.0298,0.000001
-17.2000,6.0298,0.000001
-17.0000,6.0298,0.000001
-16.8000,6.0298,0.000001
-16.6000,6.0298,0.000001
-16.4000,6.0298,0.000001
-16.2000,6.0298,0.000001
-16.0000,6.0298,0.000001
-15.8000,6.0298,0.000001
-15.6000,6.0298,0.000001
-15.4000,6.0298,0.000001
-15.2000,6.0298,0.000001
-15.0000,6.0298,0.000001
-14.8000,6.0298,0.000001
-14.6000,6.0298,0.000001
-14.4000,6.0298,0.000001
-14.2000,6.0298,0.000001
-14.0000,6.0298,0.000001
-13.8000,6.0298,0.000001
-13.6000,6.0298,0.000001
-13.4000,6.0298,0.000001
-13.2000,6.0298,0.000001
-13.0000,6.0298,0.000001
-12.8000,6.0298,0.000002
-12.6000,6.0298,0.000002
