# METADATA
Omega_LO_opt_Eq58_MHz,2.957564
Omega_LO_operating_MHz,4.230000
linear_range_lower_MHz,1.034403
linear_range_upper_MHz,7.362704
linear_fit_slope_W_per_MHz,-1.053982e-06
linear_fit_intercept_W,4.014310e-05
linear_fit_R2,0.998178
linear_fit_resid_rms_W,8.317237e-08
n_qutip_solves,163

"# FIG.5(a): Omega_total_MHz, Pout_uW, linear_fit_Pout_uW, in_linear_range"
Omega_total_MHz,Pout_uW,linear_fit_Pout_uW,in_linear_range
2.742352e-06,1.0,3.422223,36.604012,True
2.744019e-06,1.0,3.421198,36.605189,True
2.745686e-06,1.0,3.420175,36.606363,True
2.747354e-06,1.0,3.419154,36.607534,True
2.749021e-06,1.0,3.418135,36.608703,True
2.750688e-06,1.0,3.417119,36.609869,True
2.752355e-06,1.0,3.416105,36.611032,True
2.754022e-06,1.0,3.415093,36.612193,True
2.755689e-06,1.0,3.414084,36.613351,True
2.757356e-06,1.0,3.413077,36.614506,True
2.759023e-06,1.0,3.412072,36.615658,True
2.760690e-06,1.0,3.411069,36.616808,True
2.762357e-06,1.0,3.410069,36.617955,True
2.764024e-06,1.0,3.409072,36.619099,True
2.765691e-06,1.0,3.408076,36.620241,True
2.767359e-06,1.0,3.407083,36.621379,True
2.769026e-06,1.0,3.406093,36.622515,True
2.770693e-06,1.0,3.405104,36.623649,True
2.772360e-06,1.0,3.404118,36.624779,True
2.774027e-06,1.0,3.403135,36.625907,True
2.775694e-06,1.0,3.402153,36.627032,True
2.777361e-06,1.0,3.401174,36.628154,True
2.779028e-06,1.0,3.400198,36.629273,True
2.780695e-06,1.0,3.399224,36.630390,True
2.782362e-06,1.0,3.398252,36.631503,True
2.784029e-06,1.0,3.397283,36.632614,True
2.785696e-06,1.0,3.396316,36.633722,True
2.787364e-06,1.0,3.395351,36.634828,True
2.789031e-06,1.0,3.394389,36.635930,True
2.790698e-06,1.0,3.393429,36.637030,True
2.792365e-06,1.0,3.392472,36.638127,True
2.794032e-06,1.0,3.391517,36.639221,True
2.795699e-06,1.0,3.390564,36.640312,True
2.797366e-06,1.0,3.389614,36.641401,True
2.799033e-06,1.0,3.388667,36.642486,True
2.800700e-06,1.0,3.387722,36.643569,True
2.802367e-06,1.0,3.386779,36.644649,True
2.804034e-06,1.0,3.385839,36.645726,True
2.805701e-06,1.0,3.384901,36.646800,True
2.807369e-06,1.0,3.383965,36.647871,True
2.809036e-06,1.0,3.383032,36.648940,True
2.810703e-06,1.0,3.382102,36.650005,True
2.812370e-06,1.0,3.381174,36.651068,True
2.814037e-06,1.0,3.380248,36.652128,True
2.815704e-06,1.0,3.379325,36.653185,True
2.817371e-06,1.0,3.378404,36.654239,True
2.819038e-06,1.0,3.377486,36.655290,True
2.820705e-06,1.0,3.376571,36.656338,True
2.822372e-06,1.0,3.375657,36.657383,True
2.824039e-06,1.0,3.374747,36.658426,True
2.825706e-06,1.0,3.373839,36.659465,True
2.827374e-06,1.0,3.372933,36.660502,True
2.829041e-06,1.0,3.372030,36.661535,True
2.830708e-06,1.0,3.371129,36.662566,True
2.832375e-06,1.0,3.370231,36.663594,True
2.834042e-06,1.0,3.369336,36.664618,True
2.835709e-06,1.0,3.368442,36.665640,True
2.837376e-06,1.0,3.367552,36.666659,True
2.839043e-06,1.0,3.366664,36.667675,True
2.840710e-06,1.0,3.365778,36.668688,True
2.842377e-06,1.0,3.364895,36.669698,True
2.844044e-06,1.0,3.364015,36.670705,True
2.845711e-06,1.0,3.363137,36.671710,True
2.847379e-06,1.0,3.362262,36.672711,True
2.849046e-06,1.0,3.361389,36.673709,True
2.850713e-06,1.0,3.360519,36.674704,True
2.852380e-06,1.0,3.359651,36.675696,True
2.854047e-06,1.0,3.358786,36.676685,True
2.855714e-06,1.0,3.357924,36.677672,True
2.857381e-06,1.0,3.357064,36.678655,True
2.859048e-06,1.0,3.356207,36.679635,True
2.860715e-06,1.0,3.355352,36.680612,True
2.862382e-06,1.0,3.354500,36.681586,True
2.864049e-06,1.0,3.353651,36.682558,True
2.865716e-06,1.0,3.352804,36.683526,True
2.867384e-06,1.0,3.351959,36.684491,True
2.869051e-06,1.0,3.351118,36.685453,True
2.870718e-06,1.0,3.350279,36.686412,True
2.872385e-06,1.0,3.349442,36.687368,True
2.874052e-06,1.0,3.348608,36.688321,True
2.875719e-06,1.0,3.347777,36.689271,True
2.877386e-06,1.0,3.346948,36.690218,True
2.879053e-06,1.0,3.346122,36.691162,True
2.880720e-06,1.0,3.345299,36.692103,True
2.882387e-06,1.0,3.344478,36.693040,True
2.884054e-06,1.0,3.343660,36.693975,True
2.885721e-06,1.0,3.342845,36.694906,True
2.887389e-06,1.0,3.342032,36.695835,True
2.889056e-06,1.0,3.341222,36.696760,True
2.890723e-06,1.0,3.340415,36.697683,True
2.892390e-06,1.0,3.339610,36.698602,True
2.894057e-06,1.0,3.338808,36.699518,True
2.895724e-06,1.0,3.338008,36.700431,True
2.897391e-06,1.0,3.337212,36.701341,True
2.899058e-06,1.0,3.336417,36.702248,True
2.900725e-06,1.0,3.335626,36.703152,True
2.902392e-06,1.0,3.334837,36.704052,True
2.904059e-06,1.0,3.334051,36.704950,True
2.905726e-06,1.0,3.333268,36.705844,True
2.907394e-06,1.0,3.332487,36.706735,True
2.909061e-06,1.0,3.331709,36.707624,True
2.910728e-06,1.0,3.330934,36.708509,True
2.912395e-06,1.0,3.330162,36.709390,True
2.914062e-06,1.0,3.329392,36.710269,True
2.915729e-06,1.0,3.328625,36.711145,True
2.917396e-06,1.0,3.327861,36.712017,True
2.919063e-06,1.0,3.327099,36.712886,True
2.920730e-06,1.0,3.326340,36.713753,True
2.922397e-06,1.0,3.325584,36.714616,True
2.924064e-06,1.0,3.324830,36.715475,True
2.925731e-06,1.0,3.324080,36.716332,True
2.927399e-06,1.0,3.323332,36.717185,True
2.929066e-06,1.0,3.322587,36.718036,True
2.930733e-06,1.0,3.321844,36.718883,True
2.932400e-06,1.0,3.321104,36.719727,True
2.934067e-06,1.0,3.320367,36.720567,True
2.935734e-06,1.0,3.319633,36.721405,True
2.937401e-06,1.0,3.318902,36.722239,True
2.939068e-06,1.0,3.318173,36.723070,True
2.940735e-06,1.0,3.317447,36.723898,True
2.942402e-06,1.0,3.316724,36.724723,True
2.944069e-06,1.0,3.316004,36.725545,True
2.945736e-06,1.0,3.315286,36.726363,True
2.947404e-06,1.0,3.314572,36.727178,True
2.949071e-06,1.0,3.313860,36.727990,True
2.950738e-06,1.0,3.313151,36.728799,True
2.952405e-06,1.0,3.312444,36.729604,True
2.954072e-06,1.0,3.311741,36.730406,True
2.955739e-06,1.0,3.311040,36.731205,True
2.957406e-06,1.0,3.310342,36.732001,True
2.959073e-06,1.0,3.309647,36.732793,True
2.960740e-06,1.0,3.308954,36.733583,True
2.962407e-06,1.0,3.308265,36.734369,True
2.964074e-06,1.0,3.307578,36.735151,True
2.965741e-06,1.0,3.306894,36.735931,True
2.967409e-06,1.0,3.306213,36.736707,True
2.969076e-06,1.0,3.305535,36.737480,True
2.970743e-06,1.0,3.304860,36.738250,True
2.972410e-06,1.0,3.304187,36.739016,True
2.974077e-06,1.0,3.303518,36.739779,True
2.975744e-06,1.0,3.302851,36.740539,True
2.977411e-06,1.0,3.302187,36.741296,True
2.979078e-06,1.0,3.301526,36.742049,True
2.980745e-06,1.0,3.300867,36.742799,True
2.982412e-06,1.0,3.300212,36.743546,True
2.984079e-06,1.0,3.299560,36.744289,True
2.985746e-06,1.0,3.298910,36.745029,True
2.987414e-06,1.0,3.298263,36.745766,True
2.989081e-06,1.0,3.297619,36.746499,True
2.990748e-06,1.0,3.296978,36.747230,True
2.992415e-06,1.0,3.296340,36.747957,True
2.994082e-06,1.0,3.295705,36.748680,True
2.995749e-06,1.0,3.295072,36.749400,True
2.997416e-06,1.0,3.294443,36.750117,True
2.999083e-06,1.0,3.293816,36.750831,True
3.000750e-06,1.0,3.293192,36.751541,True
3.002417e-06,1.0,3.292571,36.752248,True
3.004084e-06,1.0,3.291954,36.752952,True
3.005751e-06,1.0,3.291339,36.753652,True
3.007419e-06,1.0,3.290726,36.754349,True
3.009086e-06,1.0,3.290117,36.755043,True
3.010753e-06,1.0,3.289511,36.755733,True
3.012420e-06,1.0,3.288908,36.756420,True
3.014087e-06,1.0,3.288307,36.757103,True
3.015754e-06,1.0,3.287710,36.757784,True
3.017421e-06,1.0,3.287115,36.758460,True
3.019088e-06,1.0,3.286523,36.759134,True
3.020755e-06,1.0,3.285935,36.759804,True
3.022422e-06,1.0,3.285349,36.760471,True
3.024089e-06,1.0,3.284766,36.761134,True
3.025756e-06,1.0,3.284186,36.761794,True
3.027424e-06,1.0,3.283609,36.762451,True
3.029091e-06,1.0,3.283035,36.763104,True
3.030758e-06,1.0,3.282464,36.763754,True
3.032425e-06,1.0,3.281896,36.764400,True
3.034092e-06,1.0,3.281331,36.765043,True
3.035759e-06,1.0,3.280768,36.765683,True
3.037426e-06,1.0,3.280209,36.766319,True
3.039093e-06,1.0,3.279653,36.766952,True
3.040760e-06,1.0,3.279100,36.767582,True
3.042427e-06,1.0,3.278549,36.768208,True
3.044094e-06,1.0,3.278002,36.768830,True
3.045761e-06,1.0,3.277457,36.769450,True
3.047429e-06,1.0,3.276916,36.770065,True
3.049096e-06,1.0,3.276378,36.770678,True
3.050763e-06,1.0,3.275842,36.771287,True
3.052430e-06,1.0,3.275310,36.771892,True
3.054097e-06,1.0,3.274780,36.772495,True
3.055764e-06,1.0,3.274254,36.773093,True
3.057431e-06,1.0,3.273730,36.773689,True
3.059098e-06,1.0,3.273210,36.774280,True
3.060765e-06,1.0,3.272692,36.774869,True
3.062432e-06,1.0,3.272178,36.775454,True
3.064099e-06,1.0,3.271666,36.776035,True
3.065766e-06,1.0,3.271158,36.776614,True
3.067434e-06,1.0,3.270653,36.777188,True
3.069101e-06,1.0,3.270150,36.777759,True
3.070768e-06,1.0,3.269651,36.778327,True
3.072435e-06,1.0,3.269154,36.778892,True
3.074102e-06,1.0,3.268661,36.779452,True
3.075769e-06,1.0,3.268171,36.780010,True
3.077436e-06,1.0,3.267683,36.780564,True
3.079103e-06,1.0,3.267199,36.781114,True
3.080770e-06,1.0,3.266718,36.781661,True
3.082437e-06,1.0,3.266240,36.782205,True
3.084104e-06,1.0,3.265764,36.782745,True
3.085771e-06,1.0,3.265292,36.783281,True
3.087439e-06,1.0,3.264823,36.783814,True
3.089106e-06,1.0,3.264357,36.784344,True
3.090773e-06,1.0,3.263894,36.784870,True
3.092440e-06,1.0,3.263434,36.785393,True
3.094107e-06,1.0,3.262977,36.785912,True
3.095774e-06,1.0,3.262524,36.786428,True
3.097441e-06,1.0,3.262073,36.786940,True
3.099108e-06,1.0,3.261625,36.787449,True
3.100775e-06,1.0,3.261180,36.787954,True
3.102442e-06,1.0,3.260739,36.788456,True
3.104109e-06,1.0,3.260300,36.788954,True
3.105776e-06,1.0,3.259865,36.789448,True
3.107444e-06,1.0,3.259433,36.789940,True
3.109111e-06,1.0,3.259003,36.790427,True
3.110778e-06,1.0,3.258577,36.790911,True
3.112445e-06,1.0,3.258154,36.791392,True
3.114112e-06,1.0,3.257734,36.791869,True
3.115779e-06,1.0,3.257317,36.792343,True
3.117446e-06,1.0,3.256903,36.792813,True
3.119113e-06,1.0,3.256492,36.793280,True
3.120780e-06,1.0,3.256084,36.793743,True
3.122447e-06,1.0,3.255680,36.794202,True
3.124114e-06,1.0,3.255278,36.794658,True
3.125781e-06,1.0,3.254880,36.795111,True
3.127449e-06,1.0,3.254485,36.795560,True
3.129116e-06,1.0,3.254092,36.796005,True
3.130783e-06,1.0,3.253703,36.796447,True
3.132450e-06,1.0,3.253317,36.796885,True
3.134117e-06,1.0,3.252934,36.797320,True
3.135784e-06,1.0,3.252554,36.797751,True
3.137451e-06,1.0,3.252178,36.798179,True
3.139118e-06,1.0,3.251804,36.798603,True
3.140785e-06,1.0,3.251434,36.799024,True
3.142452e-06,1.0,3.251066,36.799441,True
3.144119e-06,1.0,3.250702,36.799854,True
3.145786e-06,1.0,3.250341,36.800264,True
3.147454e-06,1.0,3.249983,36.800671,True
3.149121e-06,1.0,3.249628,36.801074,True
3.150788e-06,1.0,3.249276,36.801473,True
3.152455e-06,1.0,3.248928,36.801869,True
3.154122e-06,1.0,3.248582,36.802261,True
3.155789e-06,1.0,3.248240,36.802649,True
3.157456e-06,1.0,3.247901,36.803034,True
3.159123e-06,1.0,3.247565,36.803416,True
3.160790e-06,1.0,3.247232,36.803794,True
3.162457e-06,1.0,3.246902,36.804168,True
3.164124e-06,1.0,3.246575,36.804539,True
3.165791e-06,1.0,3.246252,36.804906,True
3.167459e-06,1.0,3.245931,36.805270,True
3.169126e-06,1.0,3.245614,36.805630,True
3.170793e-06,1.0,3.245300,36.805986,True
3.172460e-06,1.0,3.244989,36.806339,True
3.174127e-06,1.0,3.244682,36.806688,True
3.175794e-06,1.0,3.244377,36.807034,True
3.177461e-06,1.0,3.244075,36.807376,True
3.179128e-06,1.0,3.243777,36.807714,True
3.180795e-06,1.0,3.243482,36.808049,True
3.182462e-06,1.0,3.243190,36.808381,True
3.184129e-06,1.0,3.242901,36.808708,True
3.185796e-06,1.0,3.242615,36.809032,True
3.187464e-06,1.0,3.242333,36.809353,True
3.189131e-06,1.0,3.242054,36.809670,True
3.190798e-06,1.0,3.241777,36.809983,True
3.192465e-06,1.0,3.241504,36.810293,True
3.194132e-06,1.0,3.241235,36.810599,True
3.195799e-06,1.0,3.240968,36.810902,True
3.197466e-06,1.0,3.240705,36.811200,True
3.199133e-06,1.0,3.240444,36.811496,True
3.200800e-06,1.0,3.240187,36.811787,True
3.202467e-06,1.0,3.239933,36.812076,True
3.204134e-06,1.0,3.239682,36.812360,True
3.205801e-06,1.0,3.239435,36.812641,True
3.207469e-06,1.0,3.239190,36.812918,True
3.209136e-06,1.0,3.238949,36.813192,True
3.210803e-06,1.0,3.238711,36.813462,True
3.212470e-06,1.0,3.238476,36.813728,True
3.214137e-06,1.0,3.238245,36.813991,True
3.215804e-06,1.0,3.238016,36.814250,True
3.217471e-06,1.0,3.237791,36.814506,True
3.219138e-06,1.0,3.237569,36.814758,True
3.220805e-06,1.0,3.237350,36.815006,True
3.222472e-06,1.0,3.237134,36.815250,True
3.224139e-06,1.0,3.236921,36.815491,True
3.225806e-06,1.0,3.236712,36.815729,True
3.227474e-06,1.0,3.236506,36.815963,True
3.229141e-06,1.0,3.236303,36.816193,True
3.230808e-06,1.0,3.236103,36.816419,True
3.232475e-06,1.0,3.235907,36.816642,True
3.234142e-06,1.0,3.235713,36.816861,True
3.235809e-06,1.0,3.235523,36.817077,True
3.237476e-06,1.0,3.235336,36.817289,True
3.239143e-06,1.0,3.235153,36.817497,True
3.240810e-06,1.0,3.234972,36.817702,True
3.242477e-06,1.0,3.234795,36.817903,True
3.244144e-06,1.0,3.234621,36.818101,True
3.245811e-06,1.0,3.234450,36.818294,True
3.247479e-06,1.0,3.234282,36.818485,True
3.249146e-06,1.0,3.234118,36.818671,True
3.250813e-06,1.0,3.233956,36.818854,True
3.252480e-06,1.0,3.233798,36.819033,True
3.254147e-06,1.0,3.233643,36.819209,True
3.255814e-06,1.0,3.233492,36.819381,True
3.257481e-06,1.0,3.233343,36.819549,True
3.259148e-06,1.0,3.233198,36.819714,True
3.260815e-06,1.0,3.233056,36.819875,True
3.262482e-06,1.0,3.232917,36.820032,True
3.264149e-06,1.0,3.232782,36.820186,True
3.265816e-06,1.0,3.232649,36.820336,True
3.267484e-06,1.0,3.232520,36.820482,True
3.269151e-06,1.0,3.232394,36.820625,True
3.270818e-06,1.0,3.232272,36.820764,True
3.272485e-06,1.0,3.232152,36.820899,True
3.274152e-06,1.0,3.232036,36.821031,True
3.275819e-06,1.0,3.231923,36.821159,True
3.277486e-06,1.0,3.231813,36.821284,True
3.279153e-06,1.0,3.231707,36.821405,True
3.280820e-06,1.0,3.231603,36.821522,True
3.282487e-06,1.0,3.231503,36.821635,True
3.284154e-06,1.0,3.231406,36.821745,True
3.285821e-06,1.0,3.231312,36.821851,True
3.287489e-06,1.0,3.231222,36.821954,True
3.289156e-06,1.0,3.231135,36.822053,True
3.290823e-06,1.0,3.231051,36.822148,True
3.292490e-06,1.0,3.230970,36.822240,True
3.294157e-06,1.0,3.230892,36.822328,True
3.295824e-06,1.0,3.230818,36.822412,True
3.297491e-06,1.0,3.230747,36.822492,True
3.299158e-06,1.0,3.230679,36.822569,True
3.300825e-06,1.0,3.230615,36.822643,True
3.302492e-06,1.0,3.230553,36.822712,True
3.304159e-06,1.0,3.230495,36.822778,True
3.305826e-06,1.0,3.230440,36.822840,True
3.307494e-06,1.0,3.230388,36.822899,True
3.309161e-06,1.0,3.230340,36.822954,True
3.310828e-06,1.0,3.230295,36.823005,True
3.312495e-06,1.0,3.230253,36.823053,True
3.314162e-06,1.0,3.230214,36.823097,True
3.315829e-06,1.0,3.230178,36.823137,True
3.317496e-06,1.0,3.230146,36.823174,True
3.319163e-06,1.0,3.230117,36.823207,True
3.320830e-06,1.0,3.230091,36.823236,True
3.322497e-06,1.0,3.230068,36.823262,True
3.324164e-06,1.0,3.230049,36.823284,True
3.325831e-06,1.0,3.230033,36.823302,True
3.327499e-06,1.0,3.230020,36.823317,True
3.329166e-06,1.0,3.230010,36.823328,True
3.330833e-06,1.0,3.230004,36.823335,True
3.332500e-06,1.0,3.230000,36.823339,True
3.334167e-06,1.0,3.230000,36.823339,True
3.335834e-06,1.0,3.230004,36.823335,True
3.337501e-06,1.0,3.230010,36.823328,True
3.339168e-06,1.0,3.230020,36.823317,True
3.340835e-06,1.0,3.230033,36.823302,True
3.342502e-06,1.0,3.230049,36.823284,True
3.344169e-06,1.0,3.230068,36.823262,True
3.345836e-06,1.0,3.230091,36.823236,True
3.347504e-06,1.0,3.230117,36.823207,True
3.349171e-06,1.0,3.230146,36.823174,True
3.350838e-06,1.0,3.230178,36.823137,True
3.352505e-06,1.0,3.230214,36.823097,True
3.354172e-06,1.0,3.230253,36.823053,True
3.355839e-06,1.0,3.230295,36.823005,True
3.357506e-06,1.0,3.230340,36.822954,True
3.359173e-06,1.0,3.230388,36.822899,True
3.360840e-06,1.0,3.230440,36.822840,True
3.362507e-06,1.0,3.230495,36.822778,True
3.364174e-06,1.0,3.230553,36.822712,True
3.365841e-06,1.0,3.230615,36.822643,True
3.367509e-06,1.0,3.230679,36.822569,True
3.369176e-06,1.0,3.230747,36.822492,True
3.370843e-06,1.0,3.230818,36.822412,True
3.372510e-06,1.0,3.230892,36.822328,True
3.374177e-06,1.0,3.230970,36.822240,True
3.375844e-06,1.0,3.231051,36.822148,True
3.377511e-06,1.0,3.231135,36.822053,True
3.379178e-06,1.0,3.231222,36.821954,True
3.380845e-06,1.0,3.231312,36.821851,True
3.382512e-06,1.0,3.231406,36.821745,True
3.384179e-06,1.0,3.231503,36.821635,True
3.385846e-06,1.0,3.231603,36.821522,True
3.387514e-06,1.0,3.231707,36.821405,True
3.389181e-06,1.0,3.231813,36.821284,True
3.390848e-06,1.0,3.231923,36.821159,True
3.392515e-06,1.0,3.232036,36.821031,True
3.394182e-06,1.0,3.232152,36.820899,True
3.395849e-06,1.0,3.232272,36.820764,True
3.397516e-06,1.0,3.232394,36.820625,True
3.399183e-06,1.0,3.232520,36.820482,True
3.400850e-06,1.0,3.232649,36.820336,True
3.402517e-06,1.0,3.232782,36.820186,True
3.404184e-06,1.0,3.232917,36.820032,True
3.405851e-06,1.0,3.233056,36.819875,True
3.407519e-06,1.0,3.233198,36.819714,True
3.409186e-06,1.0,3.233343,36.819549,True
3.410853e-06,1.0,3.233492,36.819381,True
3.412520e-06,1.0,3.233643,36.819209,True
3.414187e-06,1.0,3.233798,36.819033,True
3.415854e-06,1.0,3.233956,36.818854,True
3.417521e-06,1.0,3.234118,36.818671,True
3.419188e-06,1.0,3.234282,36.818485,True
3.420855e-06,1.0,3.234450,36.818294,True
3.422522e-06,1.0,3.234621,36.818101,True
3.424189e-06,1.0,3.234795,36.817903,True
3.425856e-06,1.0,3.234972,36.817702,True
3.427524e-06,1.0,3.235153,36.817497,True
3.429191e-06,1.0,3.235336,36.817289,True
3.430858e-06,1.0,3.235523,36.817077,True
3.432525e-06,1.0,3.235713,36.816861,True
3.434192e-06,1.0,3.235907,36.816642,True
3.435859e-06,1.0,3.236103,36.816419,True
3.437526e-06,1.0,3.236303,36.816193,True
3.439193e-06,1.0,3.236506,36.815963,True
3.440860e-06,1.0,3.236712,36.815729,True
3.442527e-06,1.0,3.236921,36.815491,True
3.444194e-06,1.0,3.237134,36.815250,True
3.445861e-06,1.0,3.237350,36.815006,True
3.447529e-06,1.0,3.237569,36.814758,True
3.449196e-06,1.0,3.237791,36.814506,True
3.450863e-06,1.0,3.238016,36.814250,True
3.452530e-06,1.0,3.238245,36.813991,True
3.454197e-06,1.0,3.238476,36.813728,True
3.455864e-06,1.0,3.238711,36.813462,True
3.457531e-06,1.0,3.238949,36.813192,True
3.459198e-06,1.0,3.239190,36.812918,True
3.460865e-06,1.0,3.239435,36.812641,True
3.462532e-06,1.0,3.239682,36.812360,True
3.464199e-06,1.0,3.239933,36.812076,True
3.465866e-06,1.0,3.240187,36.811787,True
3.467534e-06,1.0,3.240444,36.811496,True
3.469201e-06,1.0,3.240705,36.811200,True
3.470868e-06,1.0,3.240968,36.810902,True
3.472535e-06,1.0,3.241235,36.810599,True
3.474202e-06,1.0,3.241504,36.810293,True
3.475869e-06,1.0,3.241777,36.809983,True
3.477536e-06,1.0,3.242054,36.809670,True
3.479203e-06,1.0,3.242333,36.809353,True
3.480870e-06,1.0,3.242615,36.809032,True
3.482537e-06,1.0,3.242901,36.808708,True
3.484204e-06,1.0,3.243190,36.808381,True
3.485871e-06,1.0,3.243482,36.808049,True
3.487539e-06,1.0,3.243777,36.807714,True
3.489206e-06,1.0,3.244075,36.807376,True
3.490873e-06,1.0,3.244377,36.807034,True
3.492540e-06,1.0,3.244682,36.806688,True
3.494207e-06,1.0,3.244989,36.806339,True
3.495874e-06,1.0,3.245300,36.805986,True
3.497541e-06,1.0,3.245614,36.805630,True
3.499208e-06,1.0,3.245931,36.805270,True
3.500875e-06,1.0,3.246252,36.804906,True
3.502542e-06,1.0,3.246575,36.804539,True
3.504209e-06,1.0,3.246902,36.804168,True
3.505876e-06,1.0,3.247232,36.803794,True
3.507544e-06,1.0,3.247565,36.803416,True
3.509211e-06,1.0,3.247901,36.803034,True
3.510878e-06,1.0,3.248240,36.802649,True
3.512545e-06,1.0,3.248582,36.802261,True
3.514212e-06,1.0,3.248928,36.801869,True
3.515879e-06,1.0,3.249276,36.801473,True
3.517546e-06,1.0,3.249628,36.801074,True
3.519213e-06,1.0,3.249983,36.800671,True
3.520880e-06,1.0,3.250341,36.800264,True
3.522547e-06,1.0,3.250702,36.799854,True
3.524214e-06,1.0,3.251066,36.799441,True
3.525881e-06,1.0,3.251434,36.799024,True
3.527549e-06,1.0,3.251804,36.798603,True
3.529216e-06,1.0,3.252178,36.798179,True
3.530883e-06,1.0,3.252554,36.797751,True
3.532550e-06,1.0,3.252934,36.797320,True
3.534217e-06,1.0,3.253317,36.796885,True
3.535884e-06,1.0,3.253703,36.796447,True
3.537551e-06,1.0,3.254092,36.796005,True
3.539218e-06,1.0,3.254485,36.795560,True
3.540885e-06,1.0,3.254880,36.795111,True
3.542552e-06,1.0,3.255278,36.794658,True
3.544219e-06,1.0,3.255680,36.794202,True
3.545886e-06,1.0,3.256084,36.793743,True
3.547554e-06,1.0,3.256492,36.793280,True
3.549221e-06,1.0,3.256903,36.792813,True
3.550888e-06,1.0,3.257317,36.792343,True
3.552555e-06,1.0,3.257734,36.791869,True
3.554222e-06,1.0,3.258154,36.791392,True
3.555889e-06,1.0,3.258577,36.790911,True
3.557556e-06,1.0,3.259003,36.790427,True
3.559223e-06,1.0,3.259433,36.789940,True
3.560890e-06,1.0,3.259865,36.789448,True
3.562557e-06,1.0,3.260300,36.788954,True
3.564224e-06,1.0,3.260739,36.788456,True
3.565891e-06,1.0,3.261180,36.787954,True
3.567559e-06,1.0,3.261625,36.787449,True
3.569226e-06,1.0,3.262073,36.786940,True
3.570893e-06,1.0,3.262524,36.786428,True
3.572560e-06,1.0,3.262977,36.785912,True
3.574227e-06,1.0,3.263434,36.785393,True
3.575894e-06,1.0,3.263894,36.784870,True
3.577561e-06,1.0,3.264357,36.784344,True
3.579228e-06,1.0,3.264823,36.783814,True
3.580895e-06,1.0,3.265292,36.783281,True
3.582562e-06,1.0,3.265764,36.782745,True
3.584229e-06,1.0,3.266240,36.782205,True
3.585896e-06,1.0,3.266718,36.781661,True
3.587564e-06,1.0,3.267199,36.781114,True
3.589231e-06,1.0,3.267683,36.780564,True
3.590898e-06,1.0,3.268171,36.780010,True
3.592565e-06,1.0,3.268661,36.779452,True
3.594232e-06,1.0,3.269154,36.778892,True
3.595899e-06,1.0,3.269651,36.778327,True
3.597566e-06,1.0,3.270150,36.777759,True
3.599233e-06,1.0,3.270653,36.777188,True
3.600900e-06,1.0,3.271158,36.776614,True
3.602567e-06,1.0,3.271666,36.776035,True
3.604234e-06,1.0,3.272178,36.775454,True
3.605901e-06,1.0,3.272692,36.774869,True
3.607569e-06,1.0,3.273210,36.774280,True
3.609236e-06,1.0,3.273730,36.773689,True
3.610903e-06,1.0,3.274254,36.773093,True
3.612570e-06,1.0,3.274780,36.772495,True
3.614237e-06,1.0,3.275310,36.771892,True
3.615904e-06,1.0,3.275842,36.771287,True
3.617571e-06,1.0,3.276378,36.770678,True
3.619238e-06,1.0,3.276916,36.770065,True
3.620905e-06,1.0,3.277457,36.769450,True
3.622572e-06,1.0,3.278002,36.768830,True
3.624239e-06,1.0,3.278549,36.768208,True
3.625906e-06,1.0,3.279100,36.767582,True
3.627574e-06,1.0,3.279653,36.766952,True
3.629241e-06,1.0,3.280209,36.766319,True
3.630908e-06,1.0,3.280768,36.765683,True
3.632575e-06,1.0,3.281331,36.765043,True
3.634242e-06,1.0,3.281896,36.764400,True
3.635909e-06,1.0,3.282464,36.763754,True
3.637576e-06,1.0,3.283035,36.763104,True
3.639243e-06,1.0,3.283609,36.762451,True
3.640910e-06,1.0,3.284186,36.761794,True
3.642577e-06,1.0,3.284766,36.761134,True
3.644244e-06,1.0,3.285349,36.760471,True
3.645911e-06,1.0,3.285935,36.759804,True
3.647579e-06,1.0,3.286523,36.759134,True
3.649246e-06,1.0,3.287115,36.758460,True
3.650913e-06,1.0,3.287710,36.757784,True
3.652580e-06,1.0,3.288307,36.757103,True
3.654247e-06,1.0,3.288908,36.756420,True
3.655914e-06,1.0,3.289511,36.755733,True
3.657581e-06,1.0,3.290117,36.755043,True
3.659248e-06,1.0,3.290726,36.754349,True
3.660915e-06,1.0,3.291339,36.753652,True
3.662582e-06,1.0,3.291954,36.752952,True
3.664249e-06,1.0,3.292571,36.752248,True
3.665916e-06,1.0,3.293192,36.751541,True
3.667584e-06,1.0,3.293816,36.750831,True
3.669251e-06,1.0,3.294443,36.750117,True
3.670918e-06,1.0,3.295072,36.749400,True
3.672585e-06,1.0,3.295705,36.748680,True
3.674252e-06,1.0,3.296340,36.747957,True
3.675919e-06,1.0,3.296978,36.747230,True
3.677586e-06,1.0,3.297619,36.746499,True
3.679253e-06,1.0,3.298263,36.745766,True
3.680920e-06,1.0,3.298910,36.745029,True
3.682587e-06,1.0,3.299560,36.744289,True
3.684254e-06,1.0,3.300212,36.743546,True
3.685921e-06,1.0,3.300867,36.742799,True
3.687589e-06,1.0,3.301526,36.742049,True
3.689256e-06,1.0,3.302187,36.741296,True
3.690923e-06,1.0,3.302851,36.740539,True
3.692590e-06,1.0,3.303518,36.739779,True
3.694257e-06,1.0,3.304187,36.739016,True
