# METADATA
fig4_threshold_mhz,5.125000
fig5_Omega_LO_mhz,4.230000
fig5_linear_range_low_mhz,1.034403
fig5_linear_range_high_mhz,7.362704
Omega_RF_max_from_fig5_mhz,3.132704
kappa_W_per_rad_per_s,-1.677464e-13
P0_bar_W,3.566929e-05
A_LO,5.519570e-07
sigma_Ry_LO_sq,7.556606e-14
n_qutip_solves_this_script,350

distance_m,SNR_conventional_dB_PTx-10dBm,SNR_conventional_dB_PTx10dBm,SNR_theoretical_LO_dressed_dB_PTx-10dBm,SNR_theoretical_LO_dressed_dB_PTx10dBm,SNR_practical_LO_dressed_dB_PTx-10dBm,SNR_practical_LO_dressed_dB_PTx10dBm,practical_in_linear_region_PTx-10dBm,practical_in_linear_region_PTx10dBm,SNR_LO_free_dB_PTx10dBm,SNR_LO_free_dB_PTx20dBm,LO_free_resolved_PTx10dBm,LO_free_resolved_PTx20dBm,Omega_RF_MHz_PTx-10dBm,Omega_RF_MHz_PTx10dBm
3548.133892,-54.3293,-34.3293,-25.4429,-5.4429,-24.6574,-4.6574,True,True,,,False,False,0.000358,0.003584
3758.374043,-54.8293,-34.8293,-25.9429,-5.9429,-25.1574,-5.1574,True,True,,,False,False,0.000338,0.003383
3981.071706,-55.3293,-35.3293,-26.4429,-6.4429,-25.6574,-5.6574,True,True,,,False,False,0.000319,0.003194
4216.965034,-55.8293,-35.8293,-26.9429,-6.9429,-26.1574,-6.1574,True,True,,,False,False,0.000302,0.003015
4466.835922,-56.3293,-36.3293,-27.4429,-7.4429,-26.6574,-6.6574,True,True,,,False,False,0.000285,0.002847
4731.512590,-56.8293,-36.8293,-27.9429,-7.9429,-27.1574,-7.1574,True,True,,,False,False,0.000269,0.002687
5011.872336,-57.3293,-37.3293,-28.4429,-8.4429,-27.6574,-7.6574,True,True,,,False,False,0.000254,0.002537
5308.844442,-57.8293,-37.8293,-28.9429,-8.9429,-28.1574,-8.1574,True,True,,,False,False,0.000240,0.002395
5623.413252,-58.3293,-38.3293,-29.4429,-9.4429,-28.6574,-8.6574,True,True,,,False,False,0.000226,0.002261
5956.621435,-58.8293,-38.8293,-29.9429,-9.9429,-29.1574,-9.1574,True,True,,,False,False,0.000213,0.002135
6309.573445,-59.3293,-39.3293,-30.4429,-10.4429,-29.6574,-9.6574,True,True,,,False,False,0.000202,0.002015
6683.439176,-59.8293,-39.8293,-30.9429,-10.9429,-30.1574,-10.1574,True,True,,,False,False,0.000190,0.001903
7079.457844,-60.3293,-40.3293,-31.4429,-11.4429,-30.6574,-10.6574,True,True,,,False,False,0.000180,0.001796
7498.942093,-60.8293,-40.8293,-31.9429,-11.9429,-31.1574,-11.1574,True,True,,,False,False,0.000170,0.001696
7943.282347,-61.3293,-41.3293,-32.4429,-12.4429,-31.6574,-11.6574,True,True,,,False,False,0.000160,0.001601
8413.951416,-61.8293,-41.8293,-32.9429,-12.9429,-32.1574,-12.1574,True,True,,,False,False,0.000151,0.001511
8912.509381,-62.3293,-42.3293,-33.4429,-13.4429,-32.6574,-12.6574,True,True,,,False,False,0.000143,0.001427
9440.608763,-62.8293,-42.8293,-33.9429,-13.9429,-33.1574,-13.1574,True,True,,,False,False,0.000135,0.001347
10000.000000,-63.3293,-43.3293,-34.4429,-14.4429,-33.6574,-13.6574,True,True,,,False,False,0.000127,0.001272
10592.537252,-63.8293,-43.8293,-34.9429,-14.9429,-34.1574,-14.1574,True,True,,,False,False,0.000120,0.001200
11220.184543,-64.3293,-44.3293,-35.4429,-15.4429,-34.6574,-14.6574,True,True,,,False,False,0.000113,0.001133
11885.022274,-64.8293,-44.8293,-35.9429,-15.9429,-35.1574,-15.1574,True,True,,,False,False,0.000107,0.001070
12589.254118,-65.3293,-45.3293,-36.4429,-16.4429,-35.6574,-15.6574,True,True,,,False,False,0.000101,0.001010
13335.214322,-65.8293,-45.8293,-36.9429,-16.9429,-36.1574,-16.1574,True,True,,,False,False,0.000095,0.000954
14125.375446,-66.3293,-46.3293,-37.4429,-17.4429,-36.6574,-16.6574,True,True,,,False,False,0.000090,0.000900
14962.356561,-66.8293,-46.8293,-37.9429,-17.9429,-37.1574,-17.1574,True,True,,,False,False,0.000085,0.000850
15848.931925,-67.3293,-47.3293,-38.4429,-18.4429,-37.6574,-17.6574,True,True,,,False,False,0.000080,0.000802
16788.040181,-67.8293,-47.8293,-38.9429,-18.9429,-38.1574,-18.1574,True,True,,,False,False,0.000076,0.000757
17782.794100,-68.3293,-48.3293,-39.4429,-19.4429,-38.6574,-18.6574,True,True,,,False,False,0.000072,0.000715
18836.490895,-68.8293,-48.8293,-39.9429,-19.9429,-39.1574,-19.1574,True,True,,,False,False,0.000068,0.000675
19952.623150,-69.3293,-49.3293,-40.4429,-20.4429,-39.6574,-19.6574,True,True,,,False,False,0.000064,0.000637
21134.890398,-69.8293,-49.8293,-40.9429,-20.9429,-40.1574,-20.1574,True,True,,,False,False,0.000060,0.000602
22387.211386,-70.3293,-50.3293,-41.4429,-21.4429,-40.6574,-20.6574,True,True,,,False,False,0.000057,0.000568
23713.737057,-70.8293,-50.8293,-41.9429,-21.9429,-41.1574,-21.1574,True,True,,,False,False,0.000054,0.000536
25118.864315,-71.3293,-51.3293,-42.4429,-22.4429,-41.6574,-21.6574,True,True,,,False,False,0.000051,0.000506
26607.250598,-71.8293,-51.8293,-42.9429,-22.9429,-42.1574,-22.1574,True,True,,,False,False,0.000048,0.000478
28183.829313,-72.3293,-52.3293,-43.4429,-23.4429,-42.6574,-22.6574,True,True,,,False,False,0.000045,0.000451
29853.826189,-72.8293,-52.8293,-43.9429,-23.9429,-43.1574,-23.1574,True,True,,,False,False,0.000043,0.000426
31622.776602,-73.3293,-53.3293,-44.4429,-24.4429,-43.6574,-23.6574,True,True,,,False,False,0.000040,0.000402
33496.543916,-73.8293,-53.8293,-44.9429,-24.9429,-44.1574,-24.1574,True,True,,,False,False,0.000038,0.000380
35481.338923,-74.3293,-54.3293,-45.4429,-25.4429,-44.6574,-24.6574,True,True,,,False,False,0.000036,0.000358
37583.740429,-74.8293,-54.8293,-45.9429,-25.9429,-45.1574,-25.1574,True,True,,,False,False,0.000034,0.000338
39810.717055,-75.3293,-55.3293,-46.4429,-26.4429,-45.6574,-25.6574,True,True,,,False,False,0.000032,0.000319
42169.650343,-75.8293,-55.8293,-46.9429,-26.9429,-46.1574,-26.1574,True,True,,,False,False,0.000030,0.000302
44668.359215,-76.3293,-56.3293,-47.4429,-27.4429,-46.6574,-26.6574,True,True,,,False,False,0.000028,0.000285
47315.125896,-76.8293,-56.8293,-47.9429,-27.9429,-47.1574,-27.1574,True,True,,,False,False,0.000027,0.000269
50118.723363,-77.3293,-57.3293,-48.4429,-28.4429,-47.6574,-27.6574,True,True,,,False,False,0.000025,0.000254
53088.444423,-77.8293,-57.8293,-48.9429,-28.9429,-48.1574,-28.1574,True,True,,,False,False,0.000024,0.000240
56234.132519,-78.3293,-58.3293,-49.4429,-29.4429,-48.6574,-28.6574,True,True,,,False,False,0.000023,0.000226
59566.214353,-78.8293,-58.8293,-49.9429,-29.9429,-49.1574,-29.1574,True,True,,,False,False,0.000021,0.000213
63095.734448,-79.3293,-59.3293,-50.4429,-30.4429,-49.6574,-29.6574,True,True,,,False,False,0.000020,0.000202
66834.391757,-79.8293,-59.8293,-50.9429,-30.9429,-50.1574,-30.1574,True,True,,,False,False,0.000019,0.000190
70794.578438,-80.3293,-60.3293,-51.4429,-31.4429,-50.6574,-30.6574,True,True,,,False,False,0.000018,0.000180
74989.420933,-80.8293,-60.8293,-51.9429,-31.9429,-51.1574,-31.1574,True,True,,,False,False,0.000017,0.000170
79432.823472,-81.3293,-61.3293,-52.4429,-32.4429,-51.6574,-31.6574,True,True,,,False,False,0.000016,0.000160
84139.514165,-81.8293,-61.8293,-52.9429,-32.9429,-52.1574,-32.1574,True,True,,,False,False,0.000015,0.000151
89125.093813,-82.3293,-62.3293,-53.4429,-33.4429,-52.6574,-32.6574,True,True,,,False,False,0.000014,0.000143
94406.087629,-82.8293,-62.8293,-53.9429,-33.9429,-53.1574,-33.1574,True,True,,,False,False,0.000013,0.000135
100000.000000,-83.3293,-63.3293,-54.4429,-34.4429,-53.6574,-33.6574,True,True,,,False,False,0.000013,0.000127
105925.372518,-83.8293,-63.8293,-54.9429,-34.9429,-54.1574,-34.1574,True,True,,,False,False,0.000012,0.000120
112201.845430,-84.3293,-64.3293,-55.4429,-35.4429,-54.6574,-34.6574,True,True,,,False,False,0.000011,0.000113
118850.222744,-84.8293,-64.8293,-55.9429,-35.9429,-55.1574,-35.1574,True,True,,,False,False,0.000011,0.000107
125892.541179,-85.3293,-65.3293,-56.4429,-36.4429,-55.6574,-35.6574,True,True,,,False,False,0.000010,0.000101
133352.143216,-85.8293,-65.8293,-56.9429,-36.9429,-56.1574,-36.1574,True,True,,,False,False,0.000010,0.000095
141253.754462,-86.3293,-66.3293,-57.4429,-37.4429,-56.6574,-36.6574,True,True,,,False,False,0.000009,0.000090
149623.565609,-86.8293,-66.8293,-57.9429,-37.9429,-57.1574,-37.1574,True,True,,,False,False,0.000008,0.000085
158489.319246,-87.3293,-67.3293,-58.4429,-38.4429,-57.6574,-37.6574,True,True,,,False,False,0.000008,0.000080
167880.401812,-87.8293,-67.8293,-58.9429,-38.9429,-58.1574,-38.1574,True,True,,,False,False,0.000008,0.000076
177827.941004,-88.3293,-68.3293,-59.4429,-39.4429,-58.6574,-38.6574,True,True,,,False,False,0.000007,0.000072
188364.908949,-88.8293,-68.8293,-59.9429,-39.9429,-59.1574,-39.1574,True,True,,,False,False,0.000007,0.000068
199526.231497,-89.3293,-69.3293,-60.4429,-40.4429,-59.6574,-39.6574,True,True,,,False,False,0.000006,0.000064
211348.903984,-89.8293,-69.8293,-60.9429,-40.9429,-60.1574,-40.1574,True,True,,,False,False,0.000006,0.000060
223872.113857,-90.3293,-70.3293,-61.4429,-41.4429,-60.6574,-40.6574,True,True,,,False,False,0.000006,0.000057
237137.370566,-90.8293,-70.8293,-61.9429,-41.9429,-61.1574,-41.1574,True,True,,,False,False,0.000005,0.000054
251188.643151,-91.3293,-71.3293,-62.4429,-42.4429,-61.6574,-41.6574,True,True,,,False,False,0.000005,0.000051
266072.505980,-91.8293,-71.8293,-62.9429,-42.9429,-62.1574,-42.1574,True,True,,,False,False,0.000005,0.000048
281838.293126,-92.3293,-72.3293,-63.4429,-43.4429,-62.6574,-42.6574,True,True,,,False,False,0.000005,0.000045
298538.261892,-92.8293,-72.8293,-63.9429,-43.9429,-63.1574,-43.1574,True,True,,,False,False,0.000004,0.000043
316227.766017,-93.3293,-73.3293,-64.4429,-44.4429,-63.6574,-43.6574,True,True,,,False,False,0.000004,0.000040
334965.439158,-93.8293,-73.8293,-64.9429,-44.9429,-64.1574,-44.1574,True,True,,,False,False,0.000004,0.000038
354813.389234,-94.3293,-74.3293,-65.4429,-45.4429,-64.6574,-44.6574,True,True,,,False,False,0.000004,0.000036
375837.404288,-94.8293,-74.8293,-65.9429,-45.9429,-65.1574,-45.1574,True,True,,,False,False,0.000003,0.000034
398107.170553,-95.3293,-75.3293,-66.4429,-46.4429,-65.6574,-45.6574,True,True,,,False,False,0.000003,0.000032
421696.503429,-95.8293,-75.8293,-66.9429,-46.9429,-66.1574,-46.1574,True,True,,,False,False,0.000003,0.000030
446683.592151,-96.3293,-76.3293,-67.4429,-47.4429,-66.6574,-46.6574,True,True,,,False,False,0.000003,0.000028
473151.258961,-96.8293,-76.8293,-67.9429,-47.9429,-67.1574,-47.1574,True,True,,,False,False,0.000003,0.000027
501187.233627,-97.3293,-77.3293,-68.4429,-48.4429,-67.6574,-47.6574,True,True,,,False,False,0.000003,0.000025
530884.444231,-97.8293,-77.8293,-68.9429,-48.9429,-68.1574,-48.1574,True,True,,,False,False,0.000002,0.000024
562341.325190,-98.3293,-78.3293,-69.4429,-49.4429,-68.6574,-48.6574,True,True,,,False,False,0.000002,0.000023
595662.143529,-98.8293,-78.8293,-69.9429,-49.9429,-69.1574,-49.1574,True,True,,,False,False,0.000002,0.000021
630957.344480,-99.3293,-79.3293,-70.4429,-50.4429,-69.6574,-49.6574,True,True,,,False,False,0.000002,0.000020
668343.917569,-99.8293,-79.8293,-70.9429,-50.9429,-70.1574,-50.1574,True,True,,,False,False,0.000002,0.000019
707945.784384,-100.3293,-80.3293,-71.4429,-51.4429,-70.6574,-50.6574,True,True,,,False,False,0.000002,0.000018
749894.209332,-100.8293,-80.8293,-71.9429,-51.9429,-71.1574,-51.1574,True,True,,,False,False,0.000002,0.000017
794328.234724,-101.3293,-81.3293,-72.4429,-52.4429,-71.6574,-51.6574,True,True,,,False,False,0.000002,0.000016
841395.141645,-101.8293,-81.8293,-72.9429,-52.9429,-72.1574,-52.1574,True,True,,,False,False,0.000002,0.000015
891250.938134,-102.3293,-82.3293,-73.4429,-53.4429,-72.6574,-52.6574,True,True,,,False,False,0.000001,0.000014
944060.876286,-102.8293,-82.8293,-73.9429,-53.9429,-73.1574,-53.1574,True,True,,,False,False,0.000001,0.000013
1000000.000000,-103.3293,-83.3293,-74.4429,-54.4429,-73.6574,-53.6574,True,True,,,False,False,0.000001,0.000013
